PARTICIPANT_ID,VOTE_OPTION,VOTE,TARGET_NAME,_FIVETRAN_SYNCED,VOTE_NUMBER,CONSENSUS,COMMENT_ID,COMMENT_CONTENT,LIKE_COUNT,REPLY_COUNT
b288de2e-8292-4b92-b651-4c436163748b,INCREASED_HOUSING_DENSITY,Somewhat supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.301 Z,5,0.8006,,,,
e705fe6e-87ef-4be9-8049-6aeb9eed5131,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.366 Z,7,0.8006,,,,
fd716155-7e32-4537-a9b6-647021b3ebc5,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-12 20:23:19.301 Z,4,0.8006,2181,The goal should be to rebuild and get people back into their homes. worry about density later and get permits issued!!!!!!!,0,0
0fcdc4cc-3f84-4047-b924-06f1012bb5f2,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.332 Z,7,0.8006,,,,
42e1ae56-e6c1-4fbd-a318-7ab029e1ea94,INCREASED_HOUSING_DENSITY,Supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.340 Z,6,0.8006,,,,
03cbbc32-6c76-43bb-87db-e50dd932a7e8,INCREASED_HOUSING_DENSITY,Opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.339 Z,2,0.8006,2798,Communities and free market should manage their property choices.,0,0
ca10b690-8a04-4602-ada4-f8a934d92d11,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.297 Z,1,0.8006,2090,"That is not a long term solution which this requires.  You drive housing on market decisions which ultimately lead to overdevelopment, environmental impact and unaffordable units.",0,0
91b4d016-1123-492e-b361-bc91a40037cb,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-12 20:23:19.323 Z,4,0.8006,2542,"I don't want high rise apartments but if homes can be built up to accomodate more people like ADUs and joint living spaces, that could work and still keep the small community feel of Altadena.",0,0
9a34ed48-7045-41e6-a905-1966047abc40,INCREASED_HOUSING_DENSITY,Opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.369 Z,2,0.8006,3350,"Destroyed communities need to be allowed to rebuild in the same character and charm they once had, so long as that is what the residents desire. Multi-unit housing, cramming more units onto lots, etc. only caters to corporate builders and those looking to maximize profits over aesthetics and appropriateness for the area.",0,0
7e65557a-e66b-4f03-a99c-a1c0edf55499,INCREASED_HOUSING_DENSITY,Somewhat opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.340 Z,3,0.8006,,,,
5b940d47-0a40-47e7-a174-37e516234dd1,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.310 Z,1,0.8006,,,,
187115f0-651b-4c26-a168-47ea4cc94f61,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-12 20:23:19.342 Z,4,0.8006,2933,Is it all just going to get snapped-up by investors and possibly just sit empty or used as air bnb's?  You'd need to change more than just the building permit process.,1,0
b51c260e-228a-451e-bf1e-e1444796fb26,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.361 Z,1,0.8006,3184,"Please see pre house comme ts about government lack of support for multifamily homeowners after the fires. Also, we had major congestion problems with homeowners fleeing the Palisades during the fires. Greater population density only makes the problem greater",0,0
8610a2e8-3b0c-4d5b-b858-23a927c48f71,INCREASED_HOUSING_DENSITY,Somewhat opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.330 Z,3,0.8006,,,,
0ea1dbe1-b26b-4650-8bdb-c55a0298335e,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-12 20:23:19.313 Z,4,0.8006,,,,
0a68d85b-a12a-4192-9eea-60df5940a525,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.293 Z,7,0.8006,2023,"Good way to help build more dense housing within reason. As bad as it sounds its a clean slate, so why not use this opportunity to increase the housing stock",0,0
5ab413be-ed2e-4a69-9061-c11a9218f625,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.343 Z,1,0.8006,2945,Expediting permits should be for pre-existing owners of SFR and multi-family properties to provide rebuilding for those owners and renters affected by the fires- not new tenants.  Increased housing density beyond what already was in place in the Palisades is a NO.,0,0
b75506ef-79d1-4173-9c0e-c990e369f5df,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-12 20:23:19.296 Z,4,0.8006,,,,
5583bdac-3e60-4873-aa10-e3ba6fc0af33,INCREASED_HOUSING_DENSITY,Supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.328 Z,6,0.8006,,,,
3db39718-96be-451d-9bba-653697aac84e,INCREASED_HOUSING_DENSITY,Somewhat supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.324 Z,5,0.8006,2557,ADUs would be an option I would support but not big multi unit buildings,0,0
55eaa344-bab6-4ced-ad9c-60c0ad1cd0f1,INCREASED_HOUSING_DENSITY,Opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.308 Z,2,0.8006,,,,
59701b8f-fb0c-4b8f-aa16-108c19463a26,INCREASED_HOUSING_DENSITY,Somewhat supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.338 Z,5,0.8006,,,,
36ea9741-e6b1-4dfe-8036-ce3fc1e8d466,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.325 Z,7,0.8006,2644,"This needs to be about local residents not big companies and developers. 

And when I say residents I don't mean those with the biggest houses and most money. 

Apartments aren't just temporary living situations, they're homes too. ""Low income"" housing being $2000/month for 350 sq ft is laughable, by the way. Rebuilding high density doesn't mean cram shoeboxes together.

If it is not a true primary residence or if its owned by a corporation it should not be prioritized for rebuild.",0,0
e8d14fa0-d092-4b1a-923d-b8970e153ad7,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.363 Z,1,0.8006,3210,"This is again Government getting in the way of what was one of the gems of SoCal.  Now, it seems you want to build cheap housing complexes where once beautiful ocean view homes once stood.  It is outrageous.",0,0
7d2ca30d-200a-449d-a81b-83e757914e76,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-12 20:23:19.357 Z,4,0.8006,,,,
c06b8e93-45a8-41e1-bdff-507cb46394fc,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.307 Z,1,0.8006,,,,
9d36f276-6179-43d9-a101-b7809ccf98cf,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.347 Z,1,0.8006,,,,
07a241bd-e72c-42ed-b661-05628711cdc9,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.337 Z,7,0.8006,,,,
c6388196-4ed0-46a2-93c0-c0c3844df68c,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.349 Z,1,0.8006,,,,
588af7c1-9449-4ad5-b8c7-ae5a725a47cd,INCREASED_HOUSING_DENSITY,Supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.358 Z,6,0.8006,3083,Where else are our low income neighbors going to live? Cardboard boxes?,0,1
7d42900b-99a8-4c98-8461-e326aecc110d,INCREASED_HOUSING_DENSITY,Somewhat supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.340 Z,5,0.8006,2860,"I have real concerns over this -- you're talking about introducing numerous multi-unit housing structures in a predominately (historically) residential/single-family community. Part of what drew many of my friends to Altadena was the fact that it was a community full of family-occupied houses with yards in a walkable area. My experience in Pasadena has been more apartments/condos mean more traffic -- heavier parking loads, heavier commuting on the streets. I think the residents of Altadena should really have a say on how many of these multi-unit properties might be built.",0,0
ed7657ae-5938-43cb-bc5b-97cacd5104a0,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.311 Z,1,0.8006,2364,Increasing population density in a fire zone makes no sense.,1,0
ddf6fae1-d6e8-47cd-a65b-309e914be6d8,INCREASED_HOUSING_DENSITY,Opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.327 Z,2,0.8006,2583,The Palisades should not be denser without a well developed effective evacuation plan for future fires.,0,0
24c1bc9d-de2c-4a04-bdaf-e7607074730f,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.297 Z,1,0.8006,2109,This is a bad idea for many reasons and fire prevention is an obvious one.,1,0
71781d00-f2b5-40fa-ab99-6eb2ecf0b672,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.367 Z,1,0.8006,3322,We barely made it out alive during the last fire with many abandoning cars and fleeing on foot. The Palisades does not need higher density.,0,0
fe9e1175-54b8-4922-803d-6deb51092cf4,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.341 Z,1,0.8006,2897,Focus should be on rebuilding homes for existing Palisades residents,0,0
f0278611-2dbe-4e9b-9fdb-df91f9bf3462,INCREASED_HOUSING_DENSITY,Supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.300 Z,6,0.8006,,,,
81b35566-db13-461e-92bd-ba2c6d8e5bf7,INCREASED_HOUSING_DENSITY,Somewhat supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.346 Z,5,0.8006,2981,Can we be thoughtful about high-fire prone areas?  Should we even re-build at all in every area?,0,0
1aba3a53-863d-41f1-b875-4bf85c3239b3,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.367 Z,1,0.8006,,,,
d4f64635-3793-42ad-8c30-6d2d45f1bff8,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-12 20:23:19.311 Z,4,0.8006,,,,
c47b2b87-9afa-4866-aae0-4f30fd6c8fcb,INCREASED_HOUSING_DENSITY,Somewhat supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.365 Z,5,0.8006,,,,
00ff9b37-eca5-49cb-9077-43aa02f14765,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.310 Z,1,0.8006,2308,We are in a SEVERE HIGH FIRE ZONE!! This would be so unsafe as it was extremely traumatic to evacuate on January 7th. Adding more density would be a HUGE MISTAKE. Please  speed up the permit process for those that need to build.,1,0
5d337a7c-2292-47dd-b563-6b49baee351c,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-12 20:23:19.369 Z,4,0.8006,,,,
b8bbd3f1-ba2f-45f7-b524-0cb64c3b1938,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.359 Z,1,0.8006,3164,We are lucky there weren't more deaths and injuries in these fires. Denser populations is the wrong direction.,0,0
60cb9636-e38a-4b08-8d45-0418f3b42606,INCREASED_HOUSING_DENSITY,Supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.365 Z,6,0.8006,3254,I don’t think new densely packed houses makes for a good neighborhood thing. Fires spread to quickly easily. Plus new neighborhood residents like elbow room.,1,0
17d19588-4e8d-439b-a344-f73a4c32ec97,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.299 Z,1,0.8006,,,,
6b395679-2b6b-4839-9f2b-9039a29ae100,INCREASED_HOUSING_DENSITY,Opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.367 Z,2,0.8006,,,,
d8338842-8acb-4a41-a6cb-67be8a390866,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-12 20:23:19.305 Z,4,0.8006,2246,"Two different questions.
Yes to speeding up building permits but not at the expense of lowering building standards.
No to changing neighborhoods into high density housing that changes the whole tenor of the neighborhood.",0,0
0de6c02d-6aae-4611-9f25-03f667e82379,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.330 Z,1,0.8006,,,,
14dbb45c-18eb-4596-9ed0-16e1eeb90b30,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.307 Z,1,0.8006,2278,I don't want more condensed housing in the Palisades but I do want building permits sped up.,0,0
bd637818-366a-4e93-955a-4ce9b2589d13,INCREASED_HOUSING_DENSITY,Somewhat opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.371 Z,3,0.8006,3434,This is a sweeping measure with vague language.,0,0
51c32fbb-321f-4cbd-ae5f-3c1fac21f5ca,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.305 Z,7,0.8006,2236,Sensible denser housing would be great. Many of these affected areas are high desirable. Denser housing will allow more to enjoy and more value (sigh taxes!) to be unlocked,0,0
659eb1b6-3f7b-4426-bfe2-fef8de1e12f6,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-12 20:23:19.367 Z,4,0.8006,3325,"Okay if ""smart design"" is used ... denser areas combined with open space. The net result should not increase citywide population beyond current planning/zoning.

Changing the zoning and letting the ""market manage"" would require zoning for beautiful parks and/or  landscaped public paths nearby",0,0
86bafd78-c741-4d00-a165-bb3a80a659a4,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.371 Z,7,0.8006,,,,
833bf9d6-bab1-4030-939d-1a500309d4be,INCREASED_HOUSING_DENSITY,Supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.359 Z,6,0.8006,,,,
225fc856-6e98-43af-a798-af2487ba5a13,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.350 Z,1,0.8006,3035,"No! OMG - NO! Our infrastructure is already on its knees unable to accommodate our existing population. Our evacuation pathways left us literally in counseling for PTSD because we were stuck in gridlocked traffic surrounded by flames with our tires catching on fire or melting. It took HOURS to get out to safety. And this was exactly the same thing that happened 47 years ago when I evacuated in the Mandeville fire. NOTHING has been done to help us be safe since then. We live in a high fire danger location as was evidenced just 6 months ago. What in the world are we talking about increased density housing for? We don’t have enough street space to be safe in an emergency. No water, inadequate fire, police, electricity, sewer. No more people!!!",1,0
9c7f6d15-fda8-4e31-9c53-c7c71d73abce,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.331 Z,1,0.8006,2651,"These are separate issues. 

i do not believe in denser neighborhoods.

i do believe permits need to be issued to rebuild faster so people can go home.",0,0
c2eb5020-cbef-4388-bd44-ffe5bcf05d1e,INCREASED_HOUSING_DENSITY,Supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.360 Z,6,0.8006,,,,
915885d9-ec9d-44d3-8738-1acfe6e353c6,INCREASED_HOUSING_DENSITY,Somewhat opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.372 Z,3,0.8006,,,,
41417597-ba03-4ff4-bf07-43e611bde146,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.313 Z,7,0.8006,2435,"This is a great idea! My concern is that the streets of the Palisades were jam packed due to overcrowding. I believe that if this is to occur, that no parking should be allowed on the streets.",0,0
b9067b80-5f5a-48e7-b8d1-77c1179b63ae,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.348 Z,7,0.8006,,,,
731f1548-0e91-4d3f-a1d6-eed5c85f658c,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-12 20:23:19.363 Z,4,0.8006,,,,
54a98afd-2c00-4b4e-a7a3-eaed19e97118,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.358 Z,1,0.8006,,,,
01376e2c-7312-4e04-9808-ee8366e7d1a3,INCREASED_HOUSING_DENSITY,Supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.306 Z,6,0.8006,2260,"Supportive as long as that's for structures with 20 or so units or less. More affordable housing, while keeping the character",0,0
c864e5e5-1db5-46c5-abe2-50ba23f213bf,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.331 Z,1,0.8006,2686,"Pros: density may increase business and vibrancy
cons: Unmanaged market development will not provide community improvements (micro parks, 3rd spaces, walkability, beautification. Profit could become the prime motivator. the market could build cheap and quick, and not necessarily up to code. Also high density increases future fire risk with reduced defensible space.",2,0
faaa12e8-e313-40df-9d40-cb5ebe34a093,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.351 Z,1,0.8006,3052,This appears to be a land grab and reinvention of the area. Families don’t want this,0,0
50053842-76a7-437e-bcfa-c34c9bf090dc,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.345 Z,1,0.8006,2954,"This is TWO different questions.  (1) Allow construction to accommodate denser populations in fire-affected areas. Answer NO.   Allow fewer buildings in fire prone areas.  (2) The goal is to make new housing available and address housing shortages caused by the fires.
Answer:  NO.  This:  The goal is to make new LOWER AND MIDDLE INCOME housing more available and address LOWER AND MIDDLE INCOME housing shortages DUE TO ALL CAUSES.",1,0
f97af87f-731d-4103-9fe3-a81f610b32a1,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.343 Z,7,0.8006,,,,
8e8a4331-fcae-4685-813b-ed56ae317775,INCREASED_HOUSING_DENSITY,Supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.350 Z,6,0.8006,,,,
e5966834-8abf-41a0-a1f4-d14bc9e90161,INCREASED_HOUSING_DENSITY,Supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.371 Z,6,0.8006,,,,
763129bf-56f8-4d9b-b8de-55cad194bf6f,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.331 Z,1,0.8006,2666,Can't believe you are putting these 2 totally unrelated points together.,0,0
ee7687e0-2093-4c86-9714-7104c68f1688,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-12 20:23:19.371 Z,4,0.8006,3407,"I support efforts to speed up building permits for homeowners who want to rebuild and return to their homes and community. However, I do not support increasing density in fire-affected areas like Altadena. This is not the time to use our community as a solution to broader housing shortages. Our focus should be on helping displaced residents return—not opening the door to large-scale development that could change the character of the neighborhood. The growing presence of outside developers proposing housing for populations not originally rooted here is a reflection of this shift, and it raises real concerns about long-term community impact.",1,0
a293e392-b3c0-459b-adb1-da8f0dc662d8,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.373 Z,7,0.8006,,,,
44578bd4-52ed-4963-a6ef-ae3f713e7223,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-12 20:23:19.362 Z,4,0.8006,,,,
314abfe9-c22a-41a2-b40b-a691724e6b4b,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-12 20:23:19.365 Z,4,0.8006,,,,
99ba5b2e-6e84-482f-b07f-b5098ff96cfc,INCREASED_HOUSING_DENSITY,Somewhat supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.333 Z,5,0.8006,,,,
c97b198e-cab5-4bf7-8d17-9ae4f0f2ef77,INCREASED_HOUSING_DENSITY,Supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.314 Z,6,0.8006,,,,
09ebd2a1-5804-40f1-9da5-a056df59c49e,INCREASED_HOUSING_DENSITY,Somewhat supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.316 Z,5,0.8006,2452,I need more specific details,0,0
e2c09b01-5921-4c8b-9600-30ddafb873e6,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.368 Z,1,0.8006,,,,
13a864d3-900a-4fdb-9eb3-16e75301f500,INCREASED_HOUSING_DENSITY,Opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.370 Z,2,0.8006,3382,"No, there needs to be a plan that is regulated and overseen by some authority that ensures good construction and preserves prior neighborhood composition.  Unbridled, market driven construction, ripe for corruption, would not do that.",0,0
049cae92-c502-4c10-b788-23137fda2859,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.326 Z,1,0.8006,2649,Increase density is not the solution for increasing affordable housing.  Maybe increase efficient public transportation.,1,0
9cc3aa73-e407-43c6-80c1-6b93081d3850,INCREASED_HOUSING_DENSITY,Somewhat opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.366 Z,3,0.8006,,,,
16e36d57-9cc6-4ae9-bc55-1f75f92807de,INCREASED_HOUSING_DENSITY,Somewhat supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.335 Z,5,0.8006,,,,
86597501-c2d8-48c1-a5fb-2c77cf99f9bd,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.316 Z,7,0.8006,2501,I have tried to work with her building and planning department to rebuild our house and was under the impression they would assist us with fewer road blocks in our efforts. But personally I haven't seen the type of service the government keeps talking about in terms of helping. I've seen the same problems working with the building and planning department as pre fire.  I would welcome that type of assistance in my attempts to rebuild our house. I have an approved permit from the building department to turn our power back on and the Edison company still refuses to turn on the power.,1,0
38fa6690-1207-4c01-9d38-d408d09f15dd,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.317 Z,1,0.8006,,,,
5128f692-d162-433e-8d75-88564f9936f9,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.368 Z,7,0.8006,,,,
6db50144-55b4-4fcb-b1d2-7702b03930f5,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.334 Z,1,0.8006,2731,Palisades is dense enough as is. More would be dangerous.,2,0
02dfddc2-55e8-436d-a93f-d73969a4d308,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.319 Z,7,0.8006,2511,"Yes we need this across LA. We can’t just keep up the sprawl. And not everyone wants to live in a single family home,",1,0
6153bb5c-c055-4aa0-9a37-6191a40ee925,INCREASED_HOUSING_DENSITY,Somewhat supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.345 Z,5,0.8006,,,,
f05cf695-11ce-46e0-b1a4-87cc5c7600fa,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.337 Z,7,0.8006,,,,
6448d4b8-e814-469c-95e2-781a911c7e97,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-12 20:23:19.366 Z,4,0.8006,,,,
3f6b48a7-2755-4957-a23d-9856fb472928,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-12 20:23:19.327 Z,4,0.8006,2613,"Prioritize what the residents want, not the developers, not the lobbyists or outside influence.",0,0
444b41d6-5f5d-4d0d-8d21-cf071b63d6ac,INCREASED_HOUSING_DENSITY,Supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.290 Z,6,0.8006,,,,
b3c120b2-fb71-45df-80eb-57b3c3e93200,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-12 20:23:19.315 Z,4,0.8006,2450,"Denser population accommodation is a unrelated issue to building permit speed. Many rebuilders would personally benefit/recover from faster permits, but faster permits just mean more profits and unsafer building if it is a developer.",0,0
92f206a5-6939-4de3-89f5-8361fd0e0c24,INCREASED_HOUSING_DENSITY,Opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.343 Z,2,0.8006,2937,Stop trying to force low income housing down everyone's throat. We all thought this is what you would do and look this is what the state is doing. Taking advantage of the people who had their life ruined to push for low income housing,0,0
262c4abf-bd59-406f-a53b-7109ff39df6f,INCREASED_HOUSING_DENSITY,Somewhat opposed,Increased housing density and expedited permits,2025-08-12 20:23:19.322 Z,3,0.8006,2533,"Somewhat opposed because speed generally means bypassing environmental rules and others that are deemed lower priority. I see the need, but I think this needs to be done in a way that still upholds strict environmental standards that reduce greenhouse gas emissions.",0,0
decbb990-92eb-47bf-b6ab-a3b0112486ce,INCREASED_HOUSING_DENSITY,Somewhat supportive,Increased housing density and expedited permits,2025-08-12 20:23:19.295 Z,5,0.8006,,,,
