PARTICIPANT_ID,VOTE_OPTION,VOTE,TARGET_NAME,_FIVETRAN_SYNCED,VOTE_NUMBER,CONSENSUS,COMMENT_ID,COMMENT_CONTENT,LIKE_COUNT,REPLY_COUNT,EVACUATION_ZONE,SUPPORT
878b11e0-7196-4e32-abe3-4903908b7f38,INCREASED_HOUSING_DENSITY,Supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.571 Z,6,0.8016,,,,,No,0.4408
82923d16-e00b-4c4a-b581-5f4312011014,INCREASED_HOUSING_DENSITY,Somewhat supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.555 Z,5,0.8016,,,,,No,0.4408
17d19588-4e8d-439b-a344-f73a4c32ec97,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.551 Z,1,0.8016,2146,"expedite building, yes. Higher density absolutely not. It's dense enough!",0,0,"Yes, in the Palisades fire evacuation zone",0.4408
c4b5999d-abba-4bc9-8db0-4f59e272871d,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.568 Z,1,0.8016,2976,"Absolutely opposed to adding density in the Very High Fire Hazard Zone. It was enough of a traffic jam to evacuate. There is no public transit in the Palisades save for one measly bus route. Encourage high density proximate to the Metro, DTLA and places with good public transit.",0,0,"Yes, in the Palisades fire evacuation zone",0.4408
02dfddc2-55e8-436d-a93f-d73969a4d308,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.560 Z,7,0.8016,2511,"Yes we need this across LA. We can’t just keep up the sprawl. And not everyone wants to live in a single family home,",1,0,No,0.4408
b51c260e-228a-451e-bf1e-e1444796fb26,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.577 Z,1,0.8016,3184,"Please see pre house comme ts about government lack of support for multifamily homeowners after the fires. Also, we had major congestion problems with homeowners fleeing the Palisades during the fires. Greater population density only makes the problem greater",0,0,"Yes, in the Palisades fire evacuation zone",0.4408
14dbb45c-18eb-4596-9ed0-16e1eeb90b30,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.555 Z,1,0.8016,2278,I don't want more condensed housing in the Palisades but I do want building permits sped up.,0,0,"Yes, in the Palisades fire evacuation zone",0.4408
187115f0-651b-4c26-a168-47ea4cc94f61,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-22 16:18:16.571 Z,4,0.8016,2933,Is it all just going to get snapped-up by investors and possibly just sit empty or used as air bnb's?  You'd need to change more than just the building permit process.,1,0,No,0.4408
0a68d85b-a12a-4192-9eea-60df5940a525,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.547 Z,7,0.8016,2023,"Good way to help build more dense housing within reason. As bad as it sounds its a clean slate, so why not use this opportunity to increase the housing stock",0,0,"Yes, in the Palisades fire evacuation zone",0.4408
e5966834-8abf-41a0-a1f4-d14bc9e90161,INCREASED_HOUSING_DENSITY,Supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.583 Z,6,0.8016,,,,,No,0.4408
833bf9d6-bab1-4030-939d-1a500309d4be,INCREASED_HOUSING_DENSITY,Supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.575 Z,6,0.8016,,,,,No,0.4408
09ebd2a1-5804-40f1-9da5-a056df59c49e,INCREASED_HOUSING_DENSITY,Somewhat supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.559 Z,5,0.8016,2452,I need more specific details,0,0,"Yes, in the Palisades fire evacuation zone",0.4408
e2c09b01-5921-4c8b-9600-30ddafb873e6,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.582 Z,1,0.8016,,,,,"Yes, in the Palisades fire evacuation zone",0.4408
c6bccdb0-d9fe-4206-9b64-3a7cf97631cf,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-22 16:18:16.556 Z,4,0.8016,,,,,"Yes, in the Eaton fire evacuation zone",0.4408
81b35566-db13-461e-92bd-ba2c6d8e5bf7,INCREASED_HOUSING_DENSITY,Somewhat supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.572 Z,5,0.8016,2981,Can we be thoughtful about high-fire prone areas?  Should we even re-build at all in every area?,0,0,No,0.4408
c864e5e5-1db5-46c5-abe2-50ba23f213bf,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.565 Z,1,0.8016,2686,"Pros: density may increase business and vibrancy
cons: Unmanaged market development will not provide community improvements (micro parks, 3rd spaces, walkability, beautification. Profit could become the prime motivator. the market could build cheap and quick, and not necessarily up to code. Also high density increases future fire risk with reduced defensible space.",2,0,"Yes, in the Eaton fire evacuation zone",0.4408
07a241bd-e72c-42ed-b661-05628711cdc9,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.568 Z,7,0.8016,,,,,"Yes, in the Palisades fire evacuation zone",0.4408
8e8a4331-fcae-4685-813b-ed56ae317775,INCREASED_HOUSING_DENSITY,Supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.573 Z,6,0.8016,,,,,No,0.4408
0c803a05-4f8a-4791-88b5-7d9f0911d878,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-22 16:18:16.549 Z,4,0.8016,2085,"This issue needs to be broken out to be answered.  Increasing density (controversial) is a complete separate issue from expediting building permits (universally favored).  Additionally, the goal referenced can obviously be accomplished through a wide variety of other initiatives as well.",0,0,No,0.4408
659eb1b6-3f7b-4426-bfe2-fef8de1e12f6,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-22 16:18:16.581 Z,4,0.8016,3325,"Okay if ""smart design"" is used ... denser areas combined with open space. The net result should not increase citywide population beyond current planning/zoning.

Changing the zoning and letting the ""market manage"" would require zoning for beautiful parks and/or  landscaped public paths nearby",0,0,No,0.4408
bb1a911c-884f-417a-887e-ca7bb69d2c42,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.582 Z,1,0.8016,,,,,"Yes, in the Palisades fire evacuation zone",0.4408
049cae92-c502-4c10-b788-23137fda2859,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.562 Z,1,0.8016,2649,Increase density is not the solution for increasing affordable housing.  Maybe increase efficient public transportation.,1,0,"Yes, in the Palisades fire evacuation zone",0.4408
c47b2b87-9afa-4866-aae0-4f30fd6c8fcb,INCREASED_HOUSING_DENSITY,Somewhat supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.580 Z,5,0.8016,,,,,No,0.4408
803652a9-c82f-4902-b02e-9e7c0f3c8eb3,INCREASED_HOUSING_DENSITY,Opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.568 Z,2,0.8016,2759,More housing and denser living is not what the Palisades needs.,2,0,"Yes, in the Palisades fire evacuation zone",0.4408
6bf7a2a6-ae07-4eeb-bdcc-3403bb08a632,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.557 Z,1,0.8016,2342,"This question fails to address the need for long term planning.  A specific plan must be developed which looks at existing infrastructure (sewer, water, electrical, emergency services, equity in housing supply) before any changes to zoning.  How can you shoehorn in more density without studying impact on natural resources, traffic and wildfire exposure?",1,0,No,0.4408
b8bbd3f1-ba2f-45f7-b524-0cb64c3b1938,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.575 Z,1,0.8016,3164,We are lucky there weren't more deaths and injuries in these fires. Denser populations is the wrong direction.,0,0,"Yes, in the Palisades fire evacuation zone",0.4408
ee7687e0-2093-4c86-9714-7104c68f1688,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-22 16:18:16.583 Z,4,0.8016,3407,"I support efforts to speed up building permits for homeowners who want to rebuild and return to their homes and community. However, I do not support increasing density in fire-affected areas like Altadena. This is not the time to use our community as a solution to broader housing shortages. Our focus should be on helping displaced residents return—not opening the door to large-scale development that could change the character of the neighborhood. The growing presence of outside developers proposing housing for populations not originally rooted here is a reflection of this shift, and it raises real concerns about long-term community impact.",1,0,"Yes, in the Eaton fire evacuation zone",0.4408
e8d14fa0-d092-4b1a-923d-b8970e153ad7,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.578 Z,1,0.8016,3210,"This is again Government getting in the way of what was one of the gems of SoCal.  Now, it seems you want to build cheap housing complexes where once beautiful ocean view homes once stood.  It is outrageous.",0,0,No,0.4408
9ca9adf1-657b-4c9d-9dbf-81a507dc3ce6,INCREASED_HOUSING_DENSITY,Supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.548 Z,6,0.8016,2050,"I generally agree, but this is oddly worded. What do you mean by denser? Allowing apartment buildings where there were SFRs? What do you mean by ""allow the market to manage construction"" The overall goal I strongly agree with. Speeding up permits I strongly agree with. And I urge letting rebuilders, their teams and a supportive, streamlined, well staffed,  permitting department speed up the process - as was done for Coffee Park after Tubbs Fire, e.g.",0,0,No,0.4408
2bc5ba66-074b-4ee9-bc5f-97df6eebba80,INCREASED_HOUSING_DENSITY,Somewhat supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.553 Z,5,0.8016,2219,"Again, population density with regard to existing infrastructuer/traffic/and ability to evacuate from fire risk areas is critical to this being a workable solution.",0,0,"Yes, in the Palisades fire evacuation zone",0.4408
b288de2e-8292-4b92-b651-4c436163748b,INCREASED_HOUSING_DENSITY,Somewhat supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.551 Z,5,0.8016,,,,,"Yes, in the Eaton fire evacuation zone",0.4408
210e6f62-2d60-431b-97fb-b649fb14c223,INCREASED_HOUSING_DENSITY,Supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.574 Z,6,0.8016,,,,,No,0.4408
1051ef6c-e065-480d-8468-392f14b28ec0,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-22 16:18:16.586 Z,4,0.8016,3625,"We do need to find solutions to address housing shortages and there could be an equitable opportunity here, but depends how it comes together.",0,0,No,0.4408
4ac13de9-4767-4062-9f2c-37f31323b621,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.576 Z,1,0.8016,3264,"Let the market decide with permitting, tariffs, labor shortages and inflation and you will be inviting the poorer and middle class residents of Altadena to leave in hurry, selling their land to large developers who have no stake in the community to build quick and flee. They will make (as usual) overpriced units which will be bought by the wealthy and re-rented at elevated and unaffordable rates while destroying the feel of the area and making it less safe for fire while straining already strained community resources. Altadena is TOO dense already. The new fire maps will not require sufficient fire hardening to meet all but the most basic requirements which are not enough for the kind of fire which caused all this in the first place. NO.",0,0,"Yes, in the Eaton fire evacuation zone",0.4408
99a11e3f-1341-4f86-9fa3-d14480d1d89f,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.552 Z,1,0.8016,2174,These are different issues and a poorly worded question. Permits should be free and expidited.,0,0,"Yes, in the Palisades fire evacuation zone",0.4408
b7cb3d11-3ea0-4f80-b95a-1d90aeb65a5f,INCREASED_HOUSING_DENSITY,Somewhat supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.552 Z,5,0.8016,2198,"These should be separate questions. 100% yes to speeding up building permits, and using AI to streamline. The question of density is a separate one. We need more density in urban hubs closer to public transportation and businesses. Altadena should not be rebuilt denser, other than the existing ADU rules, which will already double the density. That is more than sufficient. The community is not an urban hub and should not have higher-rise housing. It is an exurban foothill community.",0,0,"Yes, in the Eaton fire evacuation zone",0.4408
86bafd78-c741-4d00-a165-bb3a80a659a4,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.583 Z,7,0.8016,,,,,"Yes, in the Eaton fire evacuation zone",0.4408
486c5e19-dd8b-42f6-9b4c-179d71707498,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.583 Z,7,0.8016,,,,,"Yes, in the Eaton fire evacuation zone",0.4408
bd637818-366a-4e93-955a-4ce9b2589d13,INCREASED_HOUSING_DENSITY,Somewhat opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.583 Z,3,0.8016,3434,This is a sweeping measure with vague language.,0,0,"Yes, in the Eaton fire evacuation zone",0.4408
8610a2e8-3b0c-4d5b-b858-23a927c48f71,INCREASED_HOUSING_DENSITY,Somewhat opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.565 Z,3,0.8016,,,,,"Yes, in the Palisades fire evacuation zone",0.4408
8c975c9e-84c5-415f-9e61-10acd8817829,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-22 16:18:16.567 Z,4,0.8016,2750,"I take issue with the way this option is stated. To me this seems to be combining two/three different issues. To me speeding up building permits is vital. The issue of accommodating denser populations needs to be addressed separately. And ""allow the market to manage construction""? IMO this question is based on some questionable assumptions, is politically phrased and needs to be recast.",1,0,No,0.4408
a12b9851-b8e1-43db-9ddd-a8138d89663e,INCREASED_HOUSING_DENSITY,Opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.580 Z,2,0.8016,,,,,No,0.4408
d74af036-6b24-4999-87bc-73173c507597,INCREASED_HOUSING_DENSITY,Somewhat opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.564 Z,3,0.8016,,,,,No,0.4408
de4d3306-1fe0-44d5-9c4e-a88d6e5e6a0d,INCREASED_HOUSING_DENSITY,Supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.584 Z,6,0.8016,,,,,No,0.4408
2664fca3-23a1-40ff-a7ea-b7e57523f88f,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.556 Z,7,0.8016,2336,of course,0,0,No,0.4408
595396c1-b6a5-4fec-9d1d-923bbb10d4d9,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.583 Z,1,0.8016,3389,We should not be conflating fast permits with increased density.  We do not need increased density in fire areas.,0,0,"Yes, in the Eaton fire evacuation zone",0.4408
7944f6bb-e676-42ec-a3f5-68c1aba24966,INCREASED_HOUSING_DENSITY,Supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.570 Z,6,0.8016,,,,,"Yes, in the Eaton fire evacuation zone",0.4408
e67ac37a-81ec-4c07-9193-718c6563e7a2,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.583 Z,1,0.8016,3437,"This is combining two distinct issues. Expedited permits are indeed appreciated, but greater density is the opposite of what fire-damaged areas need! If anything, having greater separation and fire-retardant structures/landscaping might have helped mitigate the disaster. This seems like a disguised land-grab proposal when people are at their most vulnerable.",1,0,"Yes, in the Palisades fire evacuation zone",0.4408
73bd5cc6-dc9c-4964-8879-5d60db197dda,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.568 Z,7,0.8016,,,,,No,0.4408
6448d4b8-e814-469c-95e2-781a911c7e97,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-22 16:18:16.580 Z,4,0.8016,,,,,"Yes, in the Eaton fire evacuation zone",0.4408
b75506ef-79d1-4173-9c0e-c990e369f5df,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-22 16:18:16.549 Z,4,0.8016,,,,,No,0.4408
5d337a7c-2292-47dd-b563-6b49baee351c,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-22 16:18:16.582 Z,4,0.8016,,,,,"Yes, in the Eaton fire evacuation zone",0.4408
14ef2753-ee2a-4289-af7a-5dca619d264a,INCREASED_HOUSING_DENSITY,Somewhat supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.555 Z,5,0.8016,2255,Support speeding up permits but unsure on the density requirements. These shouldn’t be lumped together.,0,0,"Yes, in the Eaton fire evacuation zone",0.4408
55eaa344-bab6-4ced-ad9c-60c0ad1cd0f1,INCREASED_HOUSING_DENSITY,Opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.556 Z,2,0.8016,,,,,"Yes, in the Eaton fire evacuation zone",0.4408
5e4c13d7-774a-48aa-bd16-fb82a1c1556b,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.570 Z,1,0.8016,,,,,"Yes, in the Palisades fire evacuation zone",0.4408
f3eb8ec9-0cad-4d92-a7af-dc2f7371fe2b,INCREASED_HOUSING_DENSITY,Opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.565 Z,2,0.8016,,,,,No,0.4408
1d4d8778-4fc3-43f6-ba84-592861a45579,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.549 Z,7,0.8016,,,,,"Yes, in the Eaton fire evacuation zone",0.4408
41417597-ba03-4ff4-bf07-43e611bde146,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.558 Z,7,0.8016,2435,"This is a great idea! My concern is that the streets of the Palisades were jam packed due to overcrowding. I believe that if this is to occur, that no parking should be allowed on the streets.",0,0,No,0.4408
c06b8e93-45a8-41e1-bdff-507cb46394fc,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.555 Z,1,0.8016,,,,,"Yes, in the Palisades fire evacuation zone",0.4408
6b395679-2b6b-4839-9f2b-9039a29ae100,INCREASED_HOUSING_DENSITY,Opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.582 Z,2,0.8016,,,,,"Yes, in the Palisades fire evacuation zone",0.4408
b3c120b2-fb71-45df-80eb-57b3c3e93200,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-22 16:18:16.559 Z,4,0.8016,2450,"Denser population accommodation is a unrelated issue to building permit speed. Many rebuilders would personally benefit/recover from faster permits, but faster permits just mean more profits and unsafer building if it is a developer.",0,0,"Yes, in the Eaton fire evacuation zone",0.4408
5583bdac-3e60-4873-aa10-e3ba6fc0af33,INCREASED_HOUSING_DENSITY,Supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.563 Z,6,0.8016,,,,,"Yes, in the Eaton fire evacuation zone",0.4408
410b67a4-660e-4d8c-b566-36008648fba1,INCREASED_HOUSING_DENSITY,Somewhat supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.582 Z,5,0.8016,,,,,"Yes, in the Eaton fire evacuation zone",0.4408
c6388196-4ed0-46a2-93c0-c0c3844df68c,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.573 Z,1,0.8016,,,,,"Yes, in the Eaton fire evacuation zone",0.4408
c25a5dfb-3522-494e-9a1f-d5f0e17d6a8a,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.571 Z,1,0.8016,2901,"These are two separate issues. Red tape should be cut and follow thru on the speeding up of permits for home owners.
We do not need denser population we are not looking to change the landscape of our community and the last thing we need to do is further bottleneck escape routes in case of emergency.",0,0,"Yes, in the Palisades fire evacuation zone",0.4408
1ef33376-1bfe-4297-a2cb-0119d954365c,INCREASED_HOUSING_DENSITY,Somewhat supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.573 Z,5,0.8016,3012,The permits should be expedited and the government should have a way to streamline construction - the trucks going through neighborhoods and communities will need to be coordinated.,0,0,"Yes, in the Eaton fire evacuation zone",0.4408
5ab413be-ed2e-4a69-9061-c11a9218f625,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.571 Z,1,0.8016,2945,Expediting permits should be for pre-existing owners of SFR and multi-family properties to provide rebuilding for those owners and renters affected by the fires- not new tenants.  Increased housing density beyond what already was in place in the Palisades is a NO.,0,0,"Yes, in the Palisades fire evacuation zone",0.4408
44d89dc2-642c-4ca3-9221-f7f0d148eaa6,INCREASED_HOUSING_DENSITY,Supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.568 Z,6,0.8016,,,,,No,0.4408
60465a2b-1304-4e32-8a29-e5c3f2931ca1,INCREASED_HOUSING_DENSITY,Somewhat supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.558 Z,5,0.8016,2410,This should only be in areas that are already zoned for multifamily/mixed use. Agreed with other comments that impacts on existing infrastructure and resources + evacuation planning must be considered.,0,0,No,0.4408
9c7f6d15-fda8-4e31-9c53-c7c71d73abce,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.565 Z,1,0.8016,2651,"These are separate issues. 

i do not believe in denser neighborhoods.

i do believe permits need to be issued to rebuild faster so people can go home.",0,0,"Yes, in the Palisades fire evacuation zone",0.4408
25549db5-fe47-4e96-aa18-ebf994956334,INCREASED_HOUSING_DENSITY,Somewhat supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.566 Z,5,0.8016,,,,,No,0.4408
c97b198e-cab5-4bf7-8d17-9ae4f0f2ef77,INCREASED_HOUSING_DENSITY,Supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.559 Z,6,0.8016,,,,,"Yes, in the Palisades fire evacuation zone",0.4408
ea418c35-4e14-492a-ad16-b38240ebe22d,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.568 Z,1,0.8016,,,,,"Yes, in the Palisades fire evacuation zone",0.4408
faaa12e8-e313-40df-9d40-cb5ebe34a093,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.574 Z,1,0.8016,3052,This appears to be a land grab and reinvention of the area. Families don’t want this,0,0,No,0.4408
80ff356a-4fba-4fa9-93a4-3e81dd0df18f,INCREASED_HOUSING_DENSITY,Somewhat opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.571 Z,3,0.8016,2921,Adding more population to an area that has already been affected and could potentially be affected by another fire in the future given high winds is not wise.,0,0,"Yes, in the Eaton fire evacuation zone",0.4408
0ea1dbe1-b26b-4650-8bdb-c55a0298335e,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-22 16:18:16.558 Z,4,0.8016,,,,,No,0.4408
57522543-be68-429f-8be7-f3eb159c9fe3,INCREASED_HOUSING_DENSITY,Strongly opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.575 Z,1,0.8016,3156,I'm not in favor of increased density—it would fundamentally change one of the key reasons many of us chose to live in Altadena.,0,0,"Yes, in the Eaton fire evacuation zone",0.4408
915885d9-ec9d-44d3-8738-1acfe6e353c6,INCREASED_HOUSING_DENSITY,Somewhat opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.584 Z,3,0.8016,,,,,"Yes, in the Eaton fire evacuation zone",0.4408
755f6493-a5e7-4743-84d2-695b6bc01c93,INCREASED_HOUSING_DENSITY,Strongly supportive,Increased housing density and expedited permits,2025-08-22 16:18:16.558 Z,7,0.8016,,,,,"Yes, in the Eaton fire evacuation zone",0.4408
9cc3aa73-e407-43c6-80c1-6b93081d3850,INCREASED_HOUSING_DENSITY,Somewhat opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.581 Z,3,0.8016,,,,,No,0.4408
4de8173f-c48d-4c40-8e83-fbf7db72e00b,INCREASED_HOUSING_DENSITY,Neutral,Increased housing density and expedited permits,2025-08-22 16:18:16.568 Z,4,0.8016,,,,,"Yes, in the Palisades fire evacuation zone",0.4408
82c7a51b-335e-46ae-acd8-091f124060b0,INCREASED_HOUSING_DENSITY,Somewhat opposed,Increased housing density and expedited permits,2025-08-22 16:18:16.564 Z,3,0.8016,,,,,No,0.4408
