PARTICIPANT_ID,VOTE_OPTION,COMMENT_OPTION,VOTE,VOTE_NUMBER,COMMENT_ID,REPLY_TO_ID,COMMENT_CONTENT,REPLY_COUNT,FLAG_COUNT,LIKE_COUNT,POSTED_ON
f3eb8ec9-0cad-4d92-a7af-dc2f7371fe2b,PERMITTING_SUPPORT_TEAMS,,Neutral,4,,,,,,,
0fcdc4cc-3f84-4047-b924-06f1012bb5f2,PERMITTING_SUPPORT_TEAMS,,Neutral,4,,,,,,,
5d337a7c-2292-47dd-b563-6b49baee351c,PERMITTING_SUPPORT_TEAMS,,Neutral,4,,,,,,,
c9c517ee-ffc5-4589-be6c-417d777696f9,PERMITTING_SUPPORT_TEAMS,,Neutral,4,,,,,,,
65695db5-3a94-4539-b0d7-c64f9b731c8c,PERMITTING_SUPPORT_TEAMS,,Neutral,4,,,,,,,
225fc856-6e98-43af-a798-af2487ba5a13,PERMITTING_SUPPORT_TEAMS,,Neutral,4,,,,,,,
cad7f4fa-6c66-488f-ae59-2d186fc9bc7b,ENHANCED_WATER_INFRASTRUCTURE,,Neutral,4,,,,,,,
bd637818-366a-4e93-955a-4ce9b2589d13,ENHANCED_WATER_INFRASTRUCTURE,,Neutral,4,,,,,,,
f1c067bd-8a8b-44ea-ba32-d48b6f2cf774,ENHANCED_WATER_INFRASTRUCTURE,,Neutral,4,,,,,,,
f97af87f-731d-4103-9fe3-a81f610b32a1,ENHANCED_WATER_INFRASTRUCTURE,,Neutral,4,,,,,,,
21bb0d52-daf7-4f44-bddf-59fe755d646e,ENHANCED_WATER_INFRASTRUCTURE,,Neutral,4,,,,,,,
80ff356a-4fba-4fa9-93a4-3e81dd0df18f,ENHANCED_WATER_INFRASTRUCTURE,,Neutral,4,,,,,,,
ea418c35-4e14-492a-ad16-b38240ebe22d,ENHANCED_WATER_INFRASTRUCTURE,,Neutral,4,,,,,,,
1841a79a-0a86-4932-8e04-260b2bd65e69,ENHANCED_WATER_INFRASTRUCTURE,,Neutral,4,,,,,,,
01376e2c-7312-4e04-9808-ee8366e7d1a3,ENHANCED_WATER_INFRASTRUCTURE,,Neutral,4,,,,,,,
c06b8e93-45a8-41e1-bdff-507cb46394fc,FIND_FINANCIAL_SUPPORT,,Neutral,4,,,,,,,
833bf9d6-bab1-4030-939d-1a500309d4be,FIND_FINANCIAL_SUPPORT,,Neutral,4,,,,,,,
01376e2c-7312-4e04-9808-ee8366e7d1a3,FIND_FINANCIAL_SUPPORT,,Neutral,4,,,,,,,
59701b8f-fb0c-4b8f-aa16-108c19463a26,FIND_FINANCIAL_SUPPORT,,Neutral,4,,,,,,,
f1c067bd-8a8b-44ea-ba32-d48b6f2cf774,FIND_FINANCIAL_SUPPORT,,Neutral,4,,,,,,,
c47b2b87-9afa-4866-aae0-4f30fd6c8fcb,FIND_FINANCIAL_SUPPORT,,Neutral,4,,,,,,,
1841a79a-0a86-4932-8e04-260b2bd65e69,FIND_FINANCIAL_SUPPORT,,Neutral,4,,,,,,,
38fa6690-1207-4c01-9d38-d408d09f15dd,FIND_FINANCIAL_SUPPORT,,Neutral,4,,,,,,,
44d89dc2-642c-4ca3-9221-f7f0d148eaa6,FIND_FINANCIAL_SUPPORT,,Neutral,4,,,,,,,
b3c120b2-fb71-45df-80eb-57b3c3e93200,EMERGENCY_COMMUNICATION_NETWORKS,,Neutral,4,,,,,,,
e2c09b01-5921-4c8b-9600-30ddafb873e6,EMERGENCY_COMMUNICATION_NETWORKS,,Neutral,4,,,,,,,
f1c067bd-8a8b-44ea-ba32-d48b6f2cf774,EMERGENCY_COMMUNICATION_NETWORKS,,Neutral,4,,,,,,,
7a96ef8d-8f46-4b8c-909f-ac51d8103660,EMERGENCY_COMMUNICATION_NETWORKS,,Neutral,4,,,,,,,
bb1a911c-884f-417a-887e-ca7bb69d2c42,EMERGENCY_COMMUNICATION_NETWORKS,,Neutral,4,,,,,,,
44d89dc2-642c-4ca3-9221-f7f0d148eaa6,EMERGENCY_COMMUNICATION_NETWORKS,,Neutral,4,,,,,,,
d6337c96-fdb5-4069-9e09-c60babbe3f64,EMERGENCY_COMMUNICATION_NETWORKS,,Neutral,4,,,,,,,
65695db5-3a94-4539-b0d7-c64f9b731c8c,EMERGENCY_COMMUNICATION_NETWORKS,,Neutral,4,,,,,,,
266fe764-a205-4d06-8475-23af01c9b714,EMERGENCY_COMMUNICATION_NETWORKS,,Neutral,4,,,,,,,
f97af87f-731d-4103-9fe3-a81f610b32a1,EMERGENCY_COMMUNICATION_NETWORKS,,Neutral,4,,,,,,,
24c1bc9d-de2c-4a04-bdaf-e7607074730f,EMERGENCY_COMMUNICATION_NETWORKS,,Neutral,4,,,,,,,
e06da695-13d1-4fa5-8d25-99e593645d53,EMERGENCY_COMMUNICATION_NETWORKS,,Neutral,4,,,,,,,
1841a79a-0a86-4932-8e04-260b2bd65e69,EMERGENCY_COMMUNICATION_NETWORKS,,Neutral,4,,,,,,,
59701b8f-fb0c-4b8f-aa16-108c19463a26,EMERGENCY_COMMUNICATION_NETWORKS,,Neutral,4,,,,,,,
887c2c59-30da-43da-af80-60c59632586a,EMERGENCY_COMMUNICATION_NETWORKS,,Neutral,4,,,,,,,
14ef2753-ee2a-4289-af7a-5dca619d264a,UNDERGROUND_POWER_SAFETY,,Neutral,4,,,,,,,
b288de2e-8292-4b92-b651-4c436163748b,UNDERGROUND_POWER_SAFETY,,Neutral,4,,,,,,,
f1c067bd-8a8b-44ea-ba32-d48b6f2cf774,UNDERGROUND_POWER_SAFETY,,Neutral,4,,,,,,,
b149a9bc-c43c-47d6-a6d1-f4518cf3f426,UNDERGROUND_POWER_SAFETY,,Neutral,4,,,,,,,
03cbbc32-6c76-43bb-87db-e50dd932a7e8,EMERGENCY_COMMUNICATION_NETWORKS,EMERGENCY_COMMUNICATION_NETWORKS,Opposed,2,2813,,Let free market infrastructure satisfy technologic demands.,0,0,0,2025-07-24 15:30:34.000 Z
b51c260e-228a-451e-bf1e-e1444796fb26,EMERGENCY_COMMUNICATION_NETWORKS,EMERGENCY_COMMUNICATION_NETWORKS,Opposed,2,3193,,I feel communication infrastructure is fine,0,0,0,2025-07-28 22:04:01.000 Z
60465a2b-1304-4e32-8a29-e5c3f2931ca1,ENHANCED_WATER_INFRASTRUCTURE,ENHANCED_WATER_INFRASTRUCTURE,Opposed,2,2411,,This will not save us if we have freakishly powerful Santa Ana winds like Jan 7. Will ratepayers who do not live in high fire severity zones have to front the cost for this?,0,0,0,2025-07-22 21:12:34.000 Z
03cbbc32-6c76-43bb-87db-e50dd932a7e8,FIND_FINANCIAL_SUPPORT,FIND_FINANCIAL_SUPPORT,Opposed,2,2804,,This can be best done by free market. Government has already proven is helplessness in their civic responsibility to residents.,0,0,0,2025-07-24 15:30:34.000 Z
14ef2753-ee2a-4289-af7a-5dca619d264a,PERMITTING_SUPPORT_TEAMS,PERMITTING_SUPPORT_TEAMS,Opposed,2,2256,,We have this and have found it not very useful. Permitting delays are random and no one has ever helped me after a few visits.,0,0,0,2025-07-21 23:21:39.000 Z
03cbbc32-6c76-43bb-87db-e50dd932a7e8,PERMITTING_SUPPORT_TEAMS,PERMITTING_SUPPORT_TEAMS,Opposed,2,2800,,Government is so-o-o far behind right now. Just get out of the way for free market to resolve rebuilds.,0,0,0,2025-07-24 15:22:42.000 Z
03cbbc32-6c76-43bb-87db-e50dd932a7e8,UNDERGROUND_POWER_SAFETY,UNDERGROUND_POWER_SAFETY,Opposed,2,2814,,"Let free market balance above-ground v. below ground needs, including costs of their poor choices.",0,0,0,2025-07-24 15:30:34.000 Z
1c3ee899-6e29-4ae2-b9f7-2579512bb09c,FIND_FINANCIAL_SUPPORT,,Opposed,2,,,,,,,
ea418c35-4e14-492a-ad16-b38240ebe22d,FIND_FINANCIAL_SUPPORT,,Opposed,2,,,,,,,
fd1872e9-1610-4920-9b31-2871101e99ee,EMERGENCY_COMMUNICATION_NETWORKS,EMERGENCY_COMMUNICATION_NETWORKS,Somewhat opposed,3,3472,,"During the Bobcat Fire in 2020, I received a loud, clear emergency alert on my phone well before evacuation was needed. During the Eaton Canyon fire, no such alert came. First Watch never notified us, and we weren’t told to evacuate until 1:30am by police using a megaphone despite having power until 11pm. Would mesh networks really solve this basic failure? We need to focus on using the systems we already have, consistently and effectively, before overcomplicating things.",0,0,0,2025-08-03 15:33:50.000 Z
91a733e2-8bbe-4095-acb1-5b1f2fb637c9,EMERGENCY_COMMUNICATION_NETWORKS,EMERGENCY_COMMUNICATION_NETWORKS,Somewhat opposed,3,3359,,"We need to focus on reducing the privatization  of the community response information networks. I spent much of my time on the firewatch app which is a private app, and many announcements went out on twitter. There should be municipal or state run communication systems. Additionally mesh networks would fail in a power outage. Radio is a good way to communicate that doesn't rely on wifi or power as much",0,0,1,2025-07-30 16:50:48.000 Z
decbb990-92eb-47bf-b6ab-a3b0112486ce,ENHANCED_WATER_INFRASTRUCTURE,ENHANCED_WATER_INFRASTRUCTURE,Somewhat opposed,3,2055,,Decrease the likelihood of a buildings catching on fire with better design and annual inspections.,0,0,1,2025-07-17 23:58:00.000 Z
6074387d-5e4e-4023-9a11-32f34d2569d3,ENHANCED_WATER_INFRASTRUCTURE,ENHANCED_WATER_INFRASTRUCTURE,Somewhat opposed,3,3569,,No new dams. Stop bleeding a stone. We have less water than we allocate.,0,0,1,2025-08-07 18:54:27.000 Z
225fc856-6e98-43af-a798-af2487ba5a13,ENHANCED_WATER_INFRASTRUCTURE,ENHANCED_WATER_INFRASTRUCTURE,Somewhat opposed,3,3046,,"The Santa Ynez reservoir was constructed in the 1960’s for the purposes of fire protection. We can build, construct, upgrade and everything else to improve our water system, but unless we have an effective administrative structure to manage these resources, they will continue to fail us. LADWP has informed us that the reservoir is back in service. But they STILL have not fully refilled it. So we are STILL in the same situation with inadequate water resources available if a fire breaks out tomorrow. And LAFD did not act on the fact that it did not have enough water resources to fight a fire in the Palisades then, and they are not publicly commenting that they are only in a slightly better position today. Administration has failed us.",0,0,0,2025-07-25 16:15:48.000 Z
9e86ad34-94e6-47ec-9e50-a88956d89044,FIND_FINANCIAL_SUPPORT,FIND_FINANCIAL_SUPPORT,Somewhat opposed,3,3398,,Trusted financial orgs is a perception that varies widely across our communities. Is a database or a case manager more effective?,0,0,0,2025-07-30 20:05:00.000 Z
187115f0-651b-4c26-a168-47ea4cc94f61,FIND_FINANCIAL_SUPPORT,FIND_FINANCIAL_SUPPORT,Somewhat opposed,3,2909,,Cataloging available resources is fine.,0,0,0,2025-07-24 15:52:43.000 Z
b8bbd3f1-ba2f-45f7-b524-0cb64c3b1938,PERMITTING_SUPPORT_TEAMS,PERMITTING_SUPPORT_TEAMS,Somewhat opposed,3,3162,,"Having been lucky enough to build, and been through the building process, I do not see how this could be rolled out at the needed scale.",0,0,0,2025-07-28 01:48:36.000 Z
e7bc95e5-55b9-4dc6-96b5-1ed166798604,PERMITTING_SUPPORT_TEAMS,PERMITTING_SUPPORT_TEAMS,Somewhat opposed,3,3507,,"the permitting process itself is the problem, not the navigation.",0,0,0,2025-08-05 16:16:29.000 Z
9e86ad34-94e6-47ec-9e50-a88956d89044,UNDERGROUND_POWER_SAFETY,UNDERGROUND_POWER_SAFETY,Somewhat opposed,3,3403,,only if it is at no cost to the homeowner and done with full transparency and information.,0,0,0,2025-07-30 20:05:00.000 Z
81c3b244-617f-4fe7-b502-c1bef1668e33,UNDERGROUND_POWER_SAFETY,UNDERGROUND_POWER_SAFETY,Somewhat opposed,3,2137,,"Instead of more expensive infrastructure, we should be investing in more Distributed Energy Resources and Virtual Power Plants. Undergrounding power lines may be necessary in some cases, but it's more important to look at resiliency and resource adequacy. Just because the utilities and investors make huge profits investing in transmission lines and undergrounding lines doesn't mean that such projects are either needed or what is best for ratepayers, affordability, the grid or resiliency.",0,0,3,2025-07-18 23:44:19.000 Z
f05cf695-11ce-46e0-b1a4-87cc5c7600fa,PERMITTING_SUPPORT_TEAMS,,Somewhat opposed,3,,,,,,,
187115f0-651b-4c26-a168-47ea4cc94f61,PERMITTING_SUPPORT_TEAMS,,Somewhat opposed,3,,,,,,,
1c1824e6-94cc-426e-bb7c-88df2238dd5e,PERMITTING_SUPPORT_TEAMS,,Somewhat opposed,3,,,,,,,
54a98afd-2c00-4b4e-a7a3-eaed19e97118,ENHANCED_WATER_INFRASTRUCTURE,,Somewhat opposed,3,,,,,,,
54a98afd-2c00-4b4e-a7a3-eaed19e97118,FIND_FINANCIAL_SUPPORT,,Somewhat opposed,3,,,,,,,
e5fc50c3-c6f7-4ef5-b1ef-40ff572eaff0,FIND_FINANCIAL_SUPPORT,,Somewhat opposed,3,,,,,,,
1c1824e6-94cc-426e-bb7c-88df2238dd5e,FIND_FINANCIAL_SUPPORT,,Somewhat opposed,3,,,,,,,
c864e5e5-1db5-46c5-abe2-50ba23f213bf,EMERGENCY_COMMUNICATION_NETWORKS,EMERGENCY_COMMUNICATION_NETWORKS,Somewhat supportive,5,2722,,"Pro: safer
Con: this idea wont help reduce insurance costs. 
consideration: how? I saw a prototype for a streetlamp that had emergency wifi at a meeting. is that how? Will it service everyone? opt in or opt out?",0,0,0,2025-07-23 22:18:40.000 Z
82659a7f-2bca-47b3-9c9a-a8ce29b98109,EMERGENCY_COMMUNICATION_NETWORKS,EMERGENCY_COMMUNICATION_NETWORKS,Somewhat supportive,5,2827,,Sounds like a good idea but I don’t know that much about how it would work.,0,0,0,2025-07-24 15:30:34.000 Z
049cae92-c502-4c10-b788-23137fda2859,EMERGENCY_COMMUNICATION_NETWORKS,EMERGENCY_COMMUNICATION_NETWORKS,Somewhat supportive,5,2658,,I don't know about more electronic communication.  This is where recommending or mandatory emergency planning by individual household may b e helpful.,0,0,0,2025-07-23 18:53:37.000 Z
e67ac37a-81ec-4c07-9193-718c6563e7a2,EMERGENCY_COMMUNICATION_NETWORKS,EMERGENCY_COMMUNICATION_NETWORKS,Somewhat supportive,5,3429,,"Sounds interesting, but I'm not clear on infrastructure needs or costs for this type of option.",0,0,0,2025-07-30 21:54:40.000 Z
38fa6690-1207-4c01-9d38-d408d09f15dd,EMERGENCY_COMMUNICATION_NETWORKS,EMERGENCY_COMMUNICATION_NETWORKS,Somewhat supportive,5,2465,,How about public address systems / sirens on poles for one-way notification in the event of emergency / evacuation?,0,0,0,2025-07-23 00:33:25.000 Z
ee80c521-dbac-4898-886b-6e33a5da1af1,EMERGENCY_COMMUNICATION_NETWORKS,EMERGENCY_COMMUNICATION_NETWORKS,Somewhat supportive,5,3564,,Communication infrastructure should not be dependent on internet networks alone.,0,0,1,2025-08-07 15:01:32.000 Z
1c3ee899-6e29-4ae2-b9f7-2579512bb09c,EMERGENCY_COMMUNICATION_NETWORKS,EMERGENCY_COMMUNICATION_NETWORKS,Somewhat supportive,5,2209,,"There will be billions spent on this. And comparatively little spent on brush and forest management. We spend billions per year on airplanes dropping retardant onto fires. Fires the retardant has no hope stopping. Had we only spent millions on managing our open spaces, so these raging fires had a lot less fuel...

Yes, people need an alert system. So, set up a Tsunami style siren. Don't pay some tech company millions for a system soon to be obsolete anyway.",0,0,1,2025-07-21 00:32:36.000 Z
1051ef6c-e065-480d-8468-392f14b28ec0,EMERGENCY_COMMUNICATION_NETWORKS,EMERGENCY_COMMUNICATION_NETWORKS,Somewhat supportive,5,3623,,"Interesting - would like to understand more. Sometimes things are a matter of education & process, not necessarily needing new tech. Sometimes we can work with what we have just in a better way.",0,0,0,2025-08-14 15:07:20.000 Z
e705fe6e-87ef-4be9-8049-6aeb9eed5131,EMERGENCY_COMMUNICATION_NETWORKS,EMERGENCY_COMMUNICATION_NETWORKS,Somewhat supportive,5,3291,,Good idea,0,0,0,2025-07-29 16:17:16.000 Z
8c975c9e-84c5-415f-9e61-10acd8817829,ENHANCED_WATER_INFRASTRUCTURE,ENHANCED_WATER_INFRASTRUCTURE,Somewhat supportive,5,2745,,"We do need systems that are relevant to today and tomorrow. Yet, given the kind of water shortages we have seen under drought conditions, I find myself asking will there ever be enough water? We need to find ways to get smart and get ahead of ourselves in the firefighting cycle - prevention through prescribed burns, goats etc. Using water to fight fires as if it is an endless resource is problematic to me: shutting the stable door after the horse has already bolted.",0,0,0,2025-07-23 23:21:18.000 Z
14ef2753-ee2a-4289-af7a-5dca619d264a,ENHANCED_WATER_INFRASTRUCTURE,ENHANCED_WATER_INFRASTRUCTURE,Somewhat supportive,5,2253,,Not at the expense of homeowners. Already have to pay a $400 fee to my water company for a “Will Serve” letter to get permits when my water was never turned off at my property and my water was not available during the fire.,0,0,0,2025-07-21 22:33:59.000 Z
