COMMENT_ID,CATEGORY,SUBCATEGORY,CONTENT,UMAP_1,UMAP_2
711,Housing and rebuilding,Other,"That's too many subjects in one query.  Critical is home rebuilding and long-term solutions.  At the least, relaxed construction limited hours for 2 years will enable round the clock work for those willing to do it -- thus potentially reducing the time for completion to less than 6 months.",12.79659367,0.3314792514
1093,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding",Allow for higher density housing along the primary corridors of Fair Oaks and Lake Avenues,12.5922699,-1.586766362
756,Housing and rebuilding,Other,Home rebuilding with a coordinated sourcing strategy for supplies to give us buyers more power against price gouging.,12.53831482,0.7768713832
871,Housing and rebuilding,Other,Government should step in above greedy developers to help survivors. There is no better time than now to start community land trusts while also building community public housing that serves everyone.,11.28084183,0.1043877825
874,Housing and rebuilding,Other,"The protections for renters and regulations makes it unconvenient to rent them. The ""protections"" needs to be lifted, so more people will be able to access housing. It is better to have less protections and be housed than be homeless!",9.564182281,-0.968721211
1315,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding",Our loss of use coverage is up to 2 years.  I don't think we can rebuild our home in 24 month from this point... We need more help after 2 years from the fire.,12.94796753,0.02835749462
1563,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding","The government has not done enough with the billions of dollars collected for ""homeless"" housing along with the billions collected for mental illness. Don't want the same to happen in this area too.",12.25078774,-0.02798193321
903,Housing and rebuilding,Other,"These are important not because the government is our savior, but because individuals and private sector can do them.",11.872962,0.07584730536
923,Housing and rebuilding,Other,Streamline communication on financial assistance available for those impacted by fire.,10.33420563,0.06684854627
924,Housing and rebuilding,Other,"Many schools in the surrounding areas have closed down. Consider buying those lots and building affordable housing, like little communities around green spaces for those impacted by fires.",12.21068859,-1.189068198
932,Housing and rebuilding,Other,"more equitable housing arrangements--coops, land trusts, mixed low-income--higher income housing choices.",11.40128613,-0.5559734106
934,Housing and rebuilding,Other,"Coop's and land trusts can be instruments to keep land within the hands of the people who have historically lived there but they can also be abused to keep people out. How these different entities are constructed will be important not for recovery today but adaptability into the future.
On the matter of construction there needs to be flexibility in the building codes to allow for the construction of future proof housing. There needs to be building codes in place that allow for hempcreate construction, recycled material construction, earthships, etc. Methods of constructing housing that try not put additional load on our already overstretched earth resources.",11.46127224,-0.05792491883
1659,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding","Housing policies must change--it's why California loses close to ~100k people annually. Allow density--ADUs, small apartment buildings, big apartment buildings. Less public comments where elderly homeowners of multi-million dollar properties get to gripe about more people living in their neighborhood. This problem will not be remedied without embracing density.",11.947855,-1.896855354
988,Housing and rebuilding,Other,"Modify zoning in the impacted areas to rebuild in a sustainable way, while also keeping the characters of the neighborhood still intact. Streamline the process for building.",10.84035683,-2.130097151
1706,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding",I hope the area will be rebuilt with many different housing options,12.60279369,-0.8003807664
1720,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding",I think solutions that let people keep their land and rebuild instead of selling to developers is important.,12.21805763,-0.3643251956
1012,Housing and rebuilding,Other,"If we insist that neighborhoods have to be nothing but single family homes, we're never going to solve the housing crisis. I'd rather have a concrete jungle than see my neighbors sleeping on hard cement.",12.25895977,-0.5917999148
1015,Housing and rebuilding,Other,"Subsidies are OK short term, but long term they'll just make it worse. Let's make sure we have a plan to solve the housing crisis for real.",10.83839893,-0.5670779943
1043,Housing and rebuilding,Other,"Modular, low-cost, ecologically-sound housing, manufactured en masse in our backyard. See SoLA Model Z in South Los Angeles as one excellent example. They are walking the walk and ready to plug in (I toured their factory last week)  

Also would love to see novel ideas for neighborhoods to rebuild together, not only to gain economy of scale and efficiency with materials, etc. but to plan housing layouts in a new way. Perhaps one block with 10 homes each sacrifices 10% of footprint to allow for one communal lot to be used with more of a ""village"" mentality i.e small farming, open space for kids, etc. This may seem utopic, but I think many people are close to being in this mindset already. If we can rebuild, let's try it differently!",11.00104904,1.608323693
1074,Housing and rebuilding,Other,"Help us get the word out on organized rebuild efforts such as Altagether.org so as many residents as possible can be involved.  We are banding together in small groups to save on surveying costs, and potentially with architects and contractors.",12.1004734,0.8615726233
1219,Housing and rebuilding,Other,"There are a lot of good initiatives getting started, like the Foothill Catalog, but things need to be more organized.",12.00877094,0.6774461269
1248,Housing and rebuilding,Other,"Rent gouging is rampant. I'm grateful the AG has prioritized investigations into guilty landlords, but I'm in a delicate spot of not wanting to lose housing while I've been collecting materials for a case. There has got to be a way to nip this in the bud earlier, so that a homeseeker isn't intimidated by retaliation. Can we CC in some sort of caseworker to let a landlord know we mean business?",10.14148617,-0.9327331781
1267,Housing and rebuilding,Other,"Rebuilding to specific ""like-for-like "" criteria that the Assessor will agree with and that passes Building & Safety and other code checks will cut the time to rebuild way down by clarifying the path to a design and ultimately a rebuild that will serve homeowners affected. I want a chance to rebuild. I need help getting that information straightened out and available NOW!",11.24313164,0.7806062102
1272,Housing and rebuilding,Other,"Prefabricated structures of all types - housing, commercial buildings",10.32964516,1.612068892
1276,Housing and rebuilding,Other,"Finding an affordable place to live is nearly impossible! We need help finding a place to live because the rents are so high and landlords don't want pets. And make it illegal to charge additional rent for pets, especially after a declared disaster like LA. No one charges additional rent for toddlers, yet they are far more destructive than pets.",11.63167191,-0.9655762315
1389,Housing and rebuilding,Other,"When the fires broke out it was made very clear they were going to be very strict on rent gouging but I have not seen any accountability on this. I have also never seen accountability on this across the board. Rent has been unattainable for so many for so long. There are also many people who face wage garnishments for terrible situations when they try to work with a leasing office and do the right thing and get out of a lease when something tragic happens like a loss/helping out a family member etc and the leasing office/property won't work with them at all and then you have 1,000's of California residents who are garnished up to 25% of their weekly pay! California need to stop allowing any garnishments by greedy companies + price gouging",10.20420933,-1.085859418
1411,Housing and rebuilding,Other,"The Mayor and Supervisors need to pass new laws and regulations to reduce the price of emergency housing.  Charging retail rates is corrupt, feathering the nest of our worst segment, the rentiers.",9.822995186,-0.5356898308
1554,Housing and rebuilding,Other,Yes to deprioritising anyone with a second home. Prioritise the most severely in need and avoid patronising behaviours please - there but for the grace of god goes any one of us! Long term housing solutions must be addressed systemically.,11.06783199,-0.8710126281
1568,Housing and rebuilding,Other,"Building and zoning laws should be reviewed annually, and updated as needed.  They need to reject the current needs.  We need to take into account all the science and facts at our disposal and then come up with collaborative changes to be made.  Everyone should be allowed to have a voice.",10.56415653,-1.960519433
297,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding","Housing has been incredibly tough, expensive, and hard to find. Then the fires happened. Now we need housing more than ever and we need housing here so people don't have to move away and they can still stay in the general area while trying to pick up where they left off. People need to rebuild and live in their homes and sell to families, not corporations. We need to remove barriers to rebuild but also ensure that people don't get ripped off by bad contractors and that the new houses they build are safe, strong, and resilient, and some properties that were immediately above Eaton Canyon should consider not rebuilding because it is just a matter of time.",12.60056496,-0.9340414405
404,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding","Quit building structures in places in fire prone areas.  The state and Weiner specifically have gone gun-ho in encouraging building in stupid places and passed laws which leave the local agencies powerless to design their own communities.   The population is barely growing yet there is a housing crisis. First thing OUTLAW Short Term Rental Airbnb's, tax the heck out of second/vacation homes, tax the wealthy so they cannot afford 3 and 4 homes while the rest of us are forced to rent.",12.78712177,-1.433536649
594,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding",look at rebuilding homes with fire resistant materials.,13.98449707,-0.5179696083
622,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding","This is a hard one but, I think the homeowners, communities and the state need to reconsider rebuilding in areas that are known to burn over and over. Some areas have burnt multiple times and people just rebuild. Isn't this the definition of insanity?",12.91307449,-0.9914687872
647,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding",don't allow wood as a building material,13.92665958,-0.09965320677
654,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding","On the topic of home rebuilding, I think it is critically important that the new homes are resilient to future disaster and energy efficient. The Passive Housing Standard (being considered by state legislators AB368) would be an excellent fit with super insulation, air-tight construction and better performing windows. This eliminates the pathways the fire used to penetrate houses. Additionally it offers improved air quality, reduced noise pollution, up to 50% energy savings and resilience in power outages. The rebuilds should adhere to reach codes of no gas hookups so the community can again reduce the danger of fires and also greatly reduce emissions/air quality in the community.",13.40622807,-0.3877269924
884,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding",And not just fire resistant - we need fire shelters in every part of the city because if... Palisades happened after midnight - many people would have died. We can and must avoid a Paradise disaster.,14.26827526,-0.2257261723
893,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding","now is the time to pass stricter wildfire and flood protection building codes along with green/sustainable building requirements.  With thousands of structures needing to be replaced, now is the time to set Los Angeles as a model for the nation. Traditional AND alternative methods of power and water collection/delivery must be put into place. Look to other leading nations for best practices - for example there is an area in Japan that has it's own outdoor fire suppression system that can be activated (not like individuals with pools and hoses and generators) like an advanced outdoor high-powered sprinkler system.",13.77265835,-0.8361262083
999,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding","fire retardant materials, fire suppression units on buildings  regardless of materials used and directed in exposed areas.",14.08838654,-0.3189074695
1014,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding","We've got to take care of our neighbors, especially the ones who had their insurance dropped in the months leading up to the fires with no good alternative. But for anyone who could get insurance and decided not to, knowing they were in a fire zone? They should be on the hook for that bad decision, not the rest of us.",13.22763157,-1.432726145
1067,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding","Access needs to be improved to these neighborhoods, a bus that comes every hour is not helpful if people want to evacuate if they do not have a vehicle. BBB and Metro bus services being increased to a minimum of every 10-15 minutes can greatly improve access and lower the risk of gridlock during evacuations.",12.26994324,-0.9467790723
1086,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding","Ensure long-term rebuilding is climate-smart, denser, resilient to future fires.",13.87231255,-0.6852918863
1195,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding","While everyone wants to build back exactly as we were, we need to consider that this will happen again. We should consider using fire resistant materials when rebuilding.",13.75046253,-0.1531497091
1223,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding","More transit-oriented development, prioritization of ecosystem health and fire resistant construction materials/design.",13.82934761,-0.6964618564
1236,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding","I'm so tired of having to use our county tax dollars to rebuild Malibu due to either fires, flooding, or high water damage. Regulations need to be into place whereby people cannot just be allowed to rebuild yet again, and have the rest of the county help them rebuild yet again. With climate change, it will continue to happen probably much more frequently. Let's try to be proactive now in a positive way.",12.96430492,-0.6646818519
1244,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding","I think it's really important to consider where to rebuild, and where not to rebuild. My grandmother's home burned down, and everyone in her community wants to rebuild in the same place. But does it really make sense when we know that the Palisades Highlands is in an extremely high fire risk area? To the extent that folks want to rebuild in high risk areas, should the entire state of California shoulder that risk through our tax dollars and insurance payments?",13.15228653,-1.23346293
1257,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding",I should not have to shoulder Palisades folks rebuilding in such a high risk area.,13.14396191,-1.432843447
1401,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding",Make LA and LA county a fire-wise community.,14.01491833,-0.481324017
1427,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding","Rebuild homes that are climate resilient, all electric, and are certified green homes and buildings. Ensure communities are replanned and redesigned to prioritize equity in housing everyone; providing infrastructure that focuses on enabling public transit, cycling, and walking; ensuring access to parks, green space, urban forestry and tree canopy; and local business opportunities that supports the clean economy.",13.55924797,-0.8166041374
1475,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding","People need places to live, but I don't think it should be in high-risk fire zones if we can help it. Pay the people who lost their homes, but rebuild high-density housing in urban areas.",12.92596912,-1.776494026
1533,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding",Use Strong Towns principles in the rebuilding process. Prioritize the lowest-income households first. Deprioritize owners with second-homes. Establish clear process and timelines for residents to gain access to aid. Do not bypass environmental concerns.,11.78039265,-0.6349369287
1606,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding",Rebuilding is important - and should be required to reflect the changed nature of our environment and be as resilient as possible,13.29158497,-0.5168939829
368,Housing and rebuilding,ADU considerations,Perhaps aid can be giving to homeowners who offer their ADU's as interim housing for those displaced in the fires?,10.40049362,4.294936657
459,Housing and rebuilding,ADU considerations,Offer education and resources for the community on ADU's. Empower residents so they know they have options beyond just selling.,10.88347244,3.678767204
506,Housing and rebuilding,ADU considerations,ADUs are a way to get people living on their properties sooner than later. Make the permitting process quick and easy for ADU and I may consider living there while I rebuild.,10.39401817,3.706990957
546,Housing and rebuilding,ADU considerations,I do not think the community should become more dense. ADUs should only be teporary,10.74985695,3.297044039
598,Housing and rebuilding,ADU considerations,Offer incentives to homeowners to make existing aDU's available and ease the way for building additional ADUs to supplement housing.,10.71329403,4.011695862
652,Housing and rebuilding,ADU considerations,"Allowing residents to have ADU's on their property would support transition from interim housing (i.e., hotels, temporary rentals, etc.) to their own property whereby they can then manage their own property again and the rebuilding project of their main home.  Transitioning to the main home upon completion.",10.39974785,4.176731586
770,Housing and rebuilding,ADU considerations,In our case we are adding an ADU to stay on our property and avoid having to pay for a mortgage and rent elsewhere at the same time. However we're hearing that permitting is SLOW at the moment so are concerned.,10.17111397,4.11107111
834,Housing and rebuilding,ADU considerations,Pre-permitted ADU designs. Most folks are not picky about how an ADU looks- they want fast build and understandable regulations- so they can earn rent.... which creates more housing in LA.,10.11058712,3.39656496
952,Housing and rebuilding,ADU considerations,"These individually are complex and under performing. While ADU are touted as providing low income housing, this is not necessarily true. Many in my area are lucrative sources of income. ADU units also do not accommodate families.  Long term housing is more than a notion it means establishing the family home and social structure. The most recent disaster should not be a basis to justify reinventing neighborhoods to the image of concrete jungles and multi family rentals.",10.50860786,3.06189847
1154,Housing and rebuilding,ADU considerations,I think the ADU units are a good idea the city should allow more people to build them with less restrictions.  Allow contractors to build more apartment building in restricted residential areas,10.76756668,3.891994238
1168,Housing and rebuilding,ADU considerations,should not be assessed for ADU will assist folks to move back to neighborhood faster and/or could assist housing some of the trades needed to rebuild,10.46396923,4.006342411
1201,Housing and rebuilding,ADU considerations,"ADUs have destroyed neighborhoods and contributed to dense communities and they have not alleviated rising rents or 'housing shortages'. If a homeowner is faced with a catastrophe and have lost their home, the government must not implement harsh and costly upgrades if the homeowner wants to rebuild.",10.55391216,3.293548822
1212,Housing and rebuilding,ADU considerations,"REALLY speed up the approval process. Also, strongly encourage bungalow courts for multi-family housing-- basically groupings of 4 to 10 ADU-type buildings. They suit the Alta/Pasadena aesthetic, are affordable, are much better looking than flat, generic boxes, and will help bring renters to our community.",10.18622494,3.243578911
1230,Housing and rebuilding,ADU considerations,"Relax Malibu overprotectiveness and overreach; allow small ADU's with less code restriction, but with fire resistant materials.",11.19120026,3.543507338
1375,Housing and rebuilding,ADU considerations,"Rather than temporary housing, a priority should be placed in Accessory Dwelling Units (ADUs), home rebuilding, long-term housing solutions",10.50312996,3.547617435
1619,Housing and rebuilding,ADU considerations,"ADUs may allow homeowners to recover an economic loss, but more residents will add to the evacuation problem.   It is not practical or safe to keep adding residence to a community that only has two roads in and out.",10.80128288,3.515481472
1674,Housing and rebuilding,ADU considerations,Allowing more flexibility with adding ADUs will support our entire community. Can this be incentivized in some way.,10.92836857,3.670998335
1736,Housing and rebuilding,ADU considerations,ADU shall not be a requirement regardless of CA housing shortage.,10.29508019,3.558021307
261,Housing and rebuilding,Other,The city should also make it easier to turn single family homes into duplexes and triplexes.,10.47690868,2.291852951
367,Housing and rebuilding,Streamline rebuilding process,Minimize unnecessary bureaucratic obstacles in California while maintaining the integrity of the building process.,8.656170845,-2.561382294
1011,Housing and rebuilding,"Affordability, density, and fire-safe rebuilding","We're already in a rent crisis, and the wildfires are just fanning the flames. Everyone is being exploited; not just residents, but also small business owners! (You want to know why tacos are so expensive? RENT! Why doctors are so expensive? RENT! Why so few community spaces exist? RENT!) If we want our economy to recover from COVID and the fire, we need high-density housing, and we need LOTS of it FAST. Even if it's not financially sensible for developers. We ought to stop pouring money into subsidies that just make the housing market rise even faster; let's build high quality public housing and roll back our ridiculous zoning laws. Let's do whatever it takes; even give a housing agency right of first refusal on all real estate sales.",11.68393612,-1.740656972
417,Housing and rebuilding,Other,City and county planners should have pre-planned and approved site plans so residents can build back better and safer.,10.79313088,1.255651593
513,Housing and rebuilding,Streamline rebuilding process,"As everyone knows, the red tape is insane, permitting costs are insane, construction costs, architects -- if anyone is able to rebuild in Altadena it will be a miracle.",8.538566589,-2.445198059
614,Housing and rebuilding,Streamline rebuilding process,"Abolish the Coastal Commission, accelerate permitting for new building, remove government red tape, offer incentives for new builds",8.013946533,-2.465608597
679,Housing and rebuilding,Streamline rebuilding process,I see prior comments on all these proposed regulations-  at what cost?,8.146644592,-1.731550217
870,Housing and rebuilding,Streamline rebuilding process,"Let the market take care of the buildings! The government is inefficient. Reduce red tape, allow more and denser buildings, give more buildings permit. It is supply-demand! It will decrease prices for everyone. If Houston can do it, so can we!",8.753887177,-1.920202971
1013,Housing and rebuilding,Streamline rebuilding process,"We ought to rethink and streamline regulations for everyone. Obviously we need regulations for things like fire resistance and sprinkler systems, but there must be lots of other things we can cut. If fewer regulations are good enough for rebuilding right now, why aren't they good enough for rebuilding all the time?",8.443670273,-1.455042481
1156,Housing and rebuilding,Streamline rebuilding process,"Long term building efforts have to be fire safe to move forward. That being said, there needs to be MUCH LESS red tape involved for us to get our communities back.",8.261638641,-2.628704071
1309,Housing and rebuilding,Streamline rebuilding process,"Efforts to streamline the housing re-permitting process for fire victims should be expanded to include everyone else. By making this process more efficient we could increase the supply of housing, reducing cost.",8.22484684,-1.618977427
1328,Housing and rebuilding,Streamline rebuilding process,"Consistency for One California is a must. My community of Paradise Ca had substantial costs with permits, surveys, septic, architect costs. Fleeced by our own town.",8.179541588,-2.313133955
1355,Housing and rebuilding,Streamline rebuilding process,"County or city building processes have to be streamlined and charges kept manageable
For people
To recover successfully.  Plans and permits can't be mired in municipal offices for undue amounts of time.",7.962081909,-2.046949625
1433,Housing and rebuilding,Streamline rebuilding process,"All housing rebuilds and new developments in rebuilding areas should be reviewed ministerially and expedited so that permits can be issued within 30-60 days. This should apply to any housing project meeting current building and zoning codes and, of course, to actual rebuild projects. The Mayor and Governor's arbitrary 110% footprint and height requirement only punishes people who need to rebuild their homes or businesses by not allowing them to build what would be allowed for anyone else in the City.",8.423318863,-1.884827256
1443,Housing and rebuilding,Streamline rebuilding process,County needs to expedite all permits for building houses.  We absolutely can't afford to rent and pay mortgage for as long as this is going to take so don't want permits delayed for months costing us tens of thousands of dollars we don't have to waste.,7.968735218,-1.710960031
1481,Housing and rebuilding,Streamline rebuilding process,Permit process needs to expedited without delay and costs need to be minimal for residents to rebuild.,8.356531143,-2.200058937
1502,Housing and rebuilding,Streamline rebuilding process,"Please simplify all of this. I never wanted to figure out how to build a home. This needs to be overhauled for all the people you failed. Waive all the fees. Why are we paying you more? What does it go towards? Fire protection lol?? (Sorry to be spicy, but dude.)",8.348014832,-2.223877192
1523,Housing and rebuilding,Streamline rebuilding process,Remove all bottlenecks. I am sure there were some lessons learned here.,8.659350395,-2.0423491
1531,Housing and rebuilding,Streamline rebuilding process,Too many laws and regs from too many layers of gov to make any real progress.,7.883328438,-2.357976913
1546,Housing and rebuilding,Streamline rebuilding process,"Make this process easier by committing to a bold mission statement focused on improvement. Hire more locals and ensure our Los Angeles team is trained to accelerate progress. We must dismantle the slow, outdated government processes and replace them with efficient, modern solutions. We should not repeat past mistakes; instead, we will grow and thrive.",7.695538044,-2.265262127
1592,Housing and rebuilding,Streamline rebuilding process,Expedited permitting time and the cost of permits for rebuilds should be waived - these rebuilds are not being done by choice but by necessity and a result of government not being prepared and letting an entire community burn to the ground overnight.,8.278327942,-1.749294877
1639,Housing and rebuilding,Streamline rebuilding process,Allow people to do what they need to do to rebuild.  EVERYONE is going to have a significant shortfall when it comes to rebuilding.  Clear the way so there are less hurdles,9.006748199,-1.737622142
270,Housing and rebuilding,Temporary housing,"The city has been over relying on temporary housing and interim housing solutions that are run by non-profits and private businesses. These greedy middle-men are exploiting city programs for their own benefit. The city needs to build public, affordable housing with the EXPRESS intention of reducing property values and rent. Ignore landlord, land developer, and private equity interests that are making it impossible for working class people to survive in this city.",9.235812187,0.1895970106
275,Housing and rebuilding,Other,Rental rates are insane. I still can't find a place to live while I rebuild my house. Please consider subsidies.,10.54033947,-0.7487241626
467,Housing and rebuilding,Temporary housing,"It should be legal to live for an indefinite amount of time on a property, in a trailer or other mobile unit where the structure of record is uninhabitable or was removed.",8.731162071,1.33755672
508,Housing and rebuilding,Temporary housing,"We have so many empty buildings downtown, need to find a way to use them for housing, faster.",9.356657028,0.1010732353
556,Housing and rebuilding,Temporary housing,I have been in a hotel for three months. The Landlord is harassing me and I am now trying to find a new apartment without any assistance. The Landlord has violated city laws and the city of Pasadena has not been helpful at all.,9.064867973,0.234474957
597,Housing and rebuilding,Temporary housing,Temporary long term housing allows people to focus on the next step the in recovery process. Month to month housing for total loss is not helpful.,9.790946007,0.9130054712
662,Housing and rebuilding,Temporary housing,An over-abundance of temporary housing will just lien wealthy people's pockets will making it more difficult for people to acquire permanent housing.,9.37682724,0.3487022817
691,Housing and rebuilding,Temporary housing,Allow RVs on property for a fixed period.  Don't create excessive government agencies for temporary issues.,8.833004951,1.297865868
730,Housing and rebuilding,Temporary housing,"Is already existing structures for temporary buildings, all what we need to do Is tu upgrade that way we reduce the cost of maintenance. I already mention a suitable way to make a long Term housing Solution.",9.994645119,1.455745339
738,Housing and rebuilding,Temporary housing,"During recovery regulations must be eased to allow for housing of affected people. Temporary housing will be essential for anyone that loses a home. ADUs can play a part, as well as RVs, FEMA style trailers, etc.",9.430164337,1.486463666
813,Housing and rebuilding,Temporary housing,My ALE is limited. I need a somewhere to go once it is out.,9.985398293,0.3446510434
839,Housing and rebuilding,Temporary housing,Build SROs,9.000792503,0.5223577619
860,Housing and rebuilding,Temporary housing,"An eviction moratorium should go into effect for two months in a county whenever there is natural disaster. Then it can be fine-tuned and continued more specifically after the first 2 months. We had 3 fires going at once, hundreds of thousands getting displaced and evictions were still going on. Ridiculous.

ADUs should be allowed. 

Those of us in apartments are just getting forced out. The ash remediation was just not done and we had no help addressing it. AS tenants we had no ability to handle this ourselves. We were reliant on ownership who were so busy seeing dollar signs for potential rent they just didn't care.",9.658472061,1.67073977
960,Housing and rebuilding,Temporary housing,FEMA-like trailers parked in public lots with help nearby,9.219064713,1.257009506
969,Housing and rebuilding,Temporary housing,Should consider flexible housing the tiny home communities in these areas as permanent additions. These communities are often transportable so could be an option for future fires.,9.148628235,1.021930695
991,Housing and rebuilding,Temporary housing,"For victims that are still experiencing homelessness we need to rent out a old hotel or a designated hotel for those who have been impacted and unable to afford housing at the current moment !! This will
Help them get on their feet to save money for mortgages and future rebuilding expenses!!",8.93904686,0.5101440549
1184,Housing and rebuilding,Temporary housing,"People displaced by the fires need help not only with rebuilding, but with living in their chosen communities immediately.",9.987232208,0.4224267304
1295,Housing and rebuilding,Temporary housing,"Better coordination is needed between insurance companies and state agencies, so that residents of threatened areas can receive $ for temporary housing BEFORE evacuation is mandatory and can continue to receive it until essential services are restored to their homes. Right now, most people only receive assistance as long as evacuation is mandatory and only until the order is lifted, regardless of whether power, water and other essential services have been restored.",9.615992546,0.6843483448
