COMMENT_ID,CATEGORY,SUBCATEGORY,CONTENT,UMAP_1,UMAP_2,
650,Emergency communication,Post-emergency communications,"Yes, keep people updated with what is going on and be as transparent as possible.  People need to see continuous progress.",19.1519661,6.847070217,
680,Emergency communication,Post-emergency communications,"Actually, information flowed fairly efficiently for the situation.",19.2358017,7.505977154,
729,Emergency communication,Post-emergency communications,"A system must be in place throughout the state to assure rapid accurate communication of information. Knowing what is happening and where to go, how to get there, and who to work with are absolutely essential. The public must be able to stay informed during a crisis",18.74675942,7.112489223,
809,Emergency communication,Post-emergency communications,"We can't rebuild alone. We need help from EVERYONE -- the state and county government, from public donors, from community groups, and most of all each other. There are resources available but information about and access to services is all over the place. We desperately need a functioning hub with vetted information that will put us in contact with each other and provide information on how to access additional funding and support. And that hub MUST be virtual -- many of us had to move far away to find affordable housing and can't attend in person events.",18.66239166,4.901930809,
837,Emergency communication,Post-emergency communications,Sufficient water pressure during the next wildfire.,19.6295929,6.320502281,
876,Emergency communication,Post-emergency communications,"Funding for communities to engage organizers and facilitators to act as paid (not volunteer, as is the Topanga Town Council, Chamber of Commerce, Emergency Preparedness (TCEP), elderly support (SAGES) - to bring community leaders together, to interface with govt agencies.

There should be a team specifically dedicated to coordination and communications as soon as a fire or other crisis strikes.

We need a unified 'easy to use' communications system for communities in crisis, including a clear and well organized hierarchy for distributing communications & a neighborhood/zone system that people are already enrolled in prefire. Cellular systems or mesh net wifi should be available for text only communications throughout the city and county.",18.55460167,5.779304504,
877,Emergency communication,Post-emergency communications,"And the cellular/wifi system needs to have local power backup, and redundancy in case nodes go down.

We need fire shelters in every at risk area... and these might as well be ultra fast track permitted little unit ADUs - affordable housing and fire shelters in one solution. With pressurized air. Also could serve as wifi/cel backup nodes to be in communications. Accessible to first responders and especially to residents in conditions that move to fast... 

Places like Topanga in the 'urban-wilderness interface' were considered high risk. As we just learned, any neighborhood with trees - at least HALF of LA - is now as higher or higher risk because closer structures are susceptible to conflagration",18.94123077,6.117516041,
881,Emergency communication,Post-emergency communications,"Private insurers are leaving the state. Fair plan is already at risk of insolvency. We cannot afford to have to rebuild whole towns - and DESTROY whole communities and culture. Insurers, the state and especially RE-INSURANCE co's have every reason to invest substantially to reduce the risk to near zero of fires that spread to any residential area in LA County. 

Every home at the perimeter should have subsidized water and retardant systems, detectors and a wide boundary around these residential areas should have thorough brush clearance (Goats, sheep, fairly paid incarcerated) to inhibit the spread of fire from starting conflagration - where hot burning homes ignite homes from high infrared, not even sparks needed. 

HUGE VALUE & ROI",19.16143608,6.416979313,
959,Emergency communication,Post-emergency communications,City (Palisades) & County (Eaton) Fire Websites AND one-stop office for those not on Internet.,18.05913544,5.538929462,
990,Emergency communication,Post-emergency communications,"They needs to be one stop
Shop to assist all victims with counseling housing monetary support and job opportunities!!",18.43889809,4.566971302,
1025,Emergency communication,Post-emergency communications,We need new ways of evacuating that don't rely on cars.,18.37399674,6.843089581,
1027,Emergency communication,Post-emergency communications,"Firing people doesn't fix problems. The problem on the ground wasn't a failure of character. It's an organizational failure. If you keep the same organizational structure and replace the workers, you'll still have the same mistakes. Maybe the managers should be replaced, though.",19.07843208,7.233657837,
1045,Emergency communication,Post-emergency communications,"We need one place to go (an app or site) for all of the data. It's too disparate and hard to keep track of, not to mention poorly designed.",17.80261421,5.033256531,
1186,Emergency communication,Post-emergency communications,Connecting residents with resources is clearly a huge gap in the current landscape. Support and safety net services are siloed and difficult to follow and access,17.6332531,5.224900246,
1188,Emergency communication,Post-emergency communications,The Disaster Recovery Center at UCLA and the tents by insurance companies have been invaluable in getting things done on the spot. So productive.,18.47774315,6.436651707,
1193,Emergency communication,Post-emergency communications,People are confused with what a Disaster Recovery Centers is and what a Disaster Assistance Center is. These names need to be vastly different so people know what is what.,17.16178703,5.444109917,
1204,Emergency communication,Post-emergency communications,It was good to see the county and city having joint news briefings. There should be a one stop shop where residents can go and get information and resources they need. It's overwhelming and confusing with all the resources out there for LA City and LA County.,17.42986107,5.603311062,
1226,Emergency communication,Post-emergency communications,EOC center should have action plans for high wind events,20.2140007,6.803771496,
1269,Emergency communication,Post-emergency communications,"Did I say ""Task Force""?  We have a task force organization already. Developing Version 1.0, then Version 2.0…(keep going…) should be done in that framework. Oh, yes, and FUND it and put someone in charge of this ""ongoing project"" that will get results.",18.03139687,5.799989223,
1285,Emergency communication,Post-emergency communications,"Centralizing info is important, BUT also be aware that many people have lost the means to connect to online resources (phones and laptops destroyed, no wifi access, etc) so there must be efforts to reach people the old fashioned way....through fliers posted on telephone poles and church and community bulletin boards, etc.",18.87943649,5.684601307,
1312,Emergency communication,Post-emergency communications,"Emergency messaging regarding Evacuation Warnings and Orders from government officials should be tied to key terrain and widely-recognizable infrastructure. Furthermore, these Warnings/Order zones should be tied to the lines of communication/routes that people would use to leave.",18.46361542,7.331091881,
1396,Emergency communication,Post-emergency communications,Multi-agency AES needs better coordination and reliability,19.50886917,7.066882133,
1438,Emergency communication,Post-emergency communications,"The statement is vague, but some may be necessary depending on the resources. Firefighting resources, for example, should be readily available for firefighters. The City should share critical updates. Warehousing resources in one place, again depending on what they are, seems like a terrible idea.",17.61307526,4.566364288,
1511,Emergency communication,Post-emergency communications,Accessible resources for all impacted!!!,18.73222923,6.257697105,
1521,Emergency communication,Post-emergency communications,"Improvement to the Incident Command System and CalOES communications based on lessons learned. City, County, and State levels.",18.69627762,6.765855789,
1543,Emergency communication,Post-emergency communications,Streamline or start a new task force that is the central info source.,17.85125351,5.95195961,
1552,Emergency communication,Post-emergency communications,"I have already seen a great improvement in emergency updates, coordination between ground and air resources, and overall greater transparency/efficiency since the Woolsey Fire of 2018. That improvement needs to be recognised. A few public official egos were seen publicly to be making excuses and impeding coordination which requires good relations between agencies: there is an opportunity to recognise and address this at election time... Gratitude for an amazing overall response so far. Our first responders and back up services of all kinds are to be hugely congratulated for the incredible job they did to keep so many people safe and channel resources as quickly as possible to those who need them.",18.805336,7.42218256,
1562,Emergency communication,Post-emergency communications,"In the Palisades having a staging area for lumber and supplies, possibly having a temporary cement factory etc giving the amount of materials that will be needed.",19.36100197,5.279333591,
1573,Emergency communication,Post-emergency communications,"Communication is essential.  I lived in San Francisco during the '89 quake, and we were without phones for several hours, and then learned that we could have our line ""cleared"" by having someone call it.  From that day on, I lived on KCBS radio for information!",19.69376564,6.676420689,
1581,Emergency communication,Post-emergency communications,"Good point, that should be widely disseminated.",19.95079804,6.179915428,
1582,Emergency communication,Post-emergency communications,Agreed,19.62002945,7.217319489,
1601,Emergency communication,Post-emergency communications,"Can't we make it easy for folks to get their questions answered, know of a place to go for information, get help?",18.54552651,5.08507967,
1647,Emergency communication,Post-emergency communications,One website. Great UX. AI chatbots.,18.2968235,5.352521896,
1656,Emergency communication,Post-emergency communications,Warehousing of resources is easy with more responsible developmental practices. More people living more densely = more dense collection of resources.,17.92335892,4.613117695,
1681,Emergency communication,Post-emergency communications,CA needs to go through a DOGE like process,19.16854668,7.720609188,
1685,Emergency communication,Post-emergency communications,I hope this is satire.,19.4358139,5.818079472,
1691,Emergency communication,Post-emergency communications,"prevention, prevention, prevention. this was a preventable disaster. that's where all focus should be.",19.36213112,6.24730444,prevention
1707,Emergency communication,Post-emergency communications,Make everything as simple as possible,19.01262093,5.041028976,
1721,Emergency communication,Post-emergency communications,"I am wary to putting resources in one place because of a lack of redundancy and crowding.  It would make sense to bundle like resources together, but spread it out so people can get to it.",17.73773766,4.636039257,
321,Emergency communication,Other,an active website that is up to date. Town hall meetings that are Zoomed for people to attend wherever they are.,17.74348068,6.158837795,
427,Emergency communication,Other,"It was very confusing to receive alerts AFTER I had evacuated, and then to keep receiving them. I received some alerts from a different city (La Canada) too.",16.78880501,7.508487701,
480,Emergency communication,Other,We did not receive any alerts because our power was out and there is no cell service on our street.,16.41940689,8.651105881,
518,Emergency communication,Other,"Wow, here we are 2 months after the fire.  How can it be that no one has been fired for failing to delivery evacuation orders to West Altadena until 3 am, when East Altadena got orders at 7 pm?  With tragic consequences, 17 people dead.  The level of mismanagement in Los Angeles is staggering.  And no one ever gets held to account, ever.",16.71489716,8.093740463,
578,Emergency communication,Other,"I'm a very ""on top of things"" person and I'm having trouble keeping everything straight.",16.91328812,6.246135712,
636,Emergency communication,Other,Social media and City website is insufficient. Power and communications went out so the government needs to find alternate ways to give updates. We can't be on social media when fleeing a fire.,15.97423744,7.590355396,
690,Emergency communication,Other,It seems so random how people are receiving information in the aftermath of the fire.  There seems to be so much variability depending on what avenues of social media each person is connected to.,16.26096535,7.07243824,
744,Emergency communication,Other,Lets install streets cameras at the end of some mejor streets intersección according of the size of the neighnorhood warehousing it on a Little shack or kiosco to monitor the críticas point already known as a fire susceptible áreas.,19.48024941,6.251663685,
800,Emergency communication,Other,As a pool owner in the Eaton fire area. I'm concerned about mosquitoes. I can't do anything about my pool and not sure if anything can be done to prevent mosquitoes from growing in it. Are there any resources or way to prevent mosquitoes. I know my neighbors also have pools and have the same questions.,17.65899468,7.684949875,
804,Emergency communication,Other,"The information I e seen varies from different sources on the same topic and gets very confusing. Information needs to be accurate the first, and every, time it is disseminated",17.12856865,6.84527874,
826,Emergency communication,Other,"Immediately clear the properties on PCH on reopen the road. Cal Trans wants to put in bike lanes and sidewalks before opening. We do not need that. We need a wider road for safety, not narrower lanes. We also need an emergency permit for a sewer in east Malibu to handle the rebuilds.  600 or more new individual septic systems makes no sense whatsoever.",18.16849709,6.369977474,
880,Emergency communication,Other,"It is utterly inexcusable that in the 21st century - literally tens if not hundreds of billions invested in tech; drone weapons of all kinds - California doesn't own one Super Scooper. Why not hundreds of drone Scoopers - winged or not? Super infrared detectors with AI intelligence to notice ANY dangerous signs of heat, fire, smoke and signal an immediate response from a 'SWAT' team that is entirely focused and on alert to snuff out any fires or flames before they can spread. Or issue tickets and fines, even prison, for anyone lighting dangerous fires. 
North East and canadian cities divert construction infrastructure to snow removal. We must divert resources & attention to be on hyper alert & vigilance in dry high fire risk.",17.94184685,8.52986145,
905,Emergency communication,Other,Citizens are intelligent and will be empowered if government steps aside. They will find sources without government marketing.,15.56766033,6.778230667,
941,Emergency communication,Other,"A good idea would be if the California Department of Technology began providing hosting services for local municipalities of Federated social media technologies like mastodon, friendica, pixelfed, etc. That way there would be a place online that anyone can access to receive immediate information on things going.",15.85967636,6.93637085,
985,Emergency communication,Other,"More people who are knowledgeable, less glossy handouts please.",18.23960686,6.921583652,
1023,Emergency communication,Other,"It's not useful to have politicians standing on stage and smiling. I want to hear from the real experts: firefighters, lawyers, civil engineers, and scientists. Handouts and infographics are OK as a first line but they need to be combined with real access to real people. We need phone numbers to call and ticketing systems to email. We especially need leaders who are willing to say ""I don't know, but I WILL figure it out"" and actually do that instead of leaders who don't answer questions and don't solve problems.",17.76165581,7.042404652,
1024,Emergency communication,Other,"Most people are too tired and too overworked to find their own sources. Sometimes they don't even have enough time and energy available to KNOW that they need to do so. Government has a role to play in pushing out important, high-quality information.",16.52381325,6.594387054,
1028,Emergency communication,Other,"And these press conferences have got to be about real information from real staff, NOT just a place for politicians to make empty promises!",17.44625282,6.824519157,
1145,Emergency communication,Other,I was connected to several social media and city normal sources about the fire. I was well informed of the status of the fire. Again unfortunately your fire department never showed up. I was able to evacuate but I could only take a car full of my belongings.,16.2099247,7.878381729,
1251,Emergency communication,Other,The mandatory evacuation order for the Palisades came too late. Fix the system.,16.97084236,8.3419981,
1284,Emergency communication,Other,Where is the czar in charge of this rebuild and recovery? No one knows.,17.55023193,5.752061367,
1323,Emergency communication,Other,We were never notified to evacuate,16.60048485,8.145396233,
1454,Emergency communication,Other,"Town hall-style communications via zooms or webchats with local and federal agencies was commendable in the weeks after the fire. Thank you, public servants.",18.09415817,7.219928265,
1489,Emergency communication,Other,Traci Park should continue monthly updates to the community by holding virtual townhalls. Continue to allow for Q&A's to be submitted.,17.98242569,6.629407883,
1528,Emergency communication,Other,Too much info coming from so many different sources.  Much with same knfo.,16.79239082,6.485957146,
1610,Emergency communication,Other,"The evacuation notice came ridiculously late. It should've come immediately when the fire department first knew that the fire was out of control and could not be contained. Serious consideration should be given to putting in an interchange at the sunset and Pacific Coast Highway intersection that eliminates the traffic light there for traffic getting onto the PCH South. The Chautauqua PCH intersection is another bottleneck, and evacuation needs to be prioritized immediately during an emergency event.",17.26847076,8.041913033,
1668,Emergency communication,Other,Another easy fix,18.67759514,5.149133682,
1737,Emergency communication,Other,Doubt CA has the updated technology to create emergency communication.,18.3181324,8.293056488,
