COMMENT_ID,CATEGORY,SUBCATEGORY,CONTENT,UMAP_1,UMAP_2
1405,Wildfire prevention prioritization & accountability,Controlled burns and firebreaks,"We need to better manage the brush lands, but they evolved to burn, so we also have ensure that our built environment can live with fire.",-4.005047321,10.47435665
1631,Wildfire prevention prioritization & accountability,Controlled burns and firebreaks,Fireburns in open space to keep fireload low. Increase staffing during high winds/dangerous period.,-3.317510605,10.76042938
1644,Wildfire prevention prioritization & accountability,Controlled burns and firebreaks,"It's a bit silly that this needs to be stated but - listen to scientists. Not politicians, not lay people. Scientists know what actually prevents fire. They have expressed many times that prescribed burning of natives only increases the likelihood of increased invasive grasses that are flammable. Beyond that, of course increases to  firefighting staff during extreme weather/la Nina would be sensible.",-2.685204268,10.48054981
754,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,"Holding agencies accountable should be a given. Public or private sector must pay the price of their failure, poor decision, negligence, or plain recklessness.
How about transparency too: known system weaknesses should be communicated truthfully to the community so we can better prepare in the event of a fire: no water in hydrants when the power is shut down, no remote emergency shut-off for gas are 2 that come to mind",-8.239545822,7.09207201
1501,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,"The enormous expense of this fire, and the upset that is has caused for thousands of families, shows that funding fire prevention programs is a good idea.  Someone should be made in charge of fire prevention planning.",-9.806786537,11.13761425
310,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,Yes California needs funds for our fire fighters and first responder.period thank you wanda,-8.330611229,11.09917164
325,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,This experience was beyond anything any of us have ever experienced. It felt that everything fell apart at the same time. We should have ways of fighting fires even with heavy winds working against. It felt like we were totally unprepared and that's a painful thing to acknowledge,-9.158873558,9.518500328
383,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,Our fire fighters need better benefits to secure their families futures. It does no good to fund these programs and under pay the people to do this highly dangerous job,-9.074617386,11.54933834
397,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,"Yes, firefighters deserve fair compensation and proper consideration for time off and respite. Additionally, all levels of government—particularly those responsible for approving budgets and policies—should be held accountable for their decisions, without resorting to apologies or the need for new taxes to fix the issues.",-8.647585869,11.30225372
416,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,We need many more firefighters and they need to be paid for all the time they are working on the fires.,-8.722476959,11.77567768
456,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,We need more firefighters pre-deployed when there is a high-risk situation.  Reservoirs should be full and functioning so the fire hydrants will work.,-8.583163261,10.28552914
637,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,"Every level of government must be held accountable. How is it that Pasadena has not been at any of the county or state hearings or have to show how they responded to the fire? When asked by the public, the Pasadena Mayor refused to issue a report and tried to deflect by saying Pasadena did a ""phenomenal"" job. The Fire Chief has not given the residents a report. Why is it on the public (who are displaced by the fire) to ask for accountability and transparency?",-8.963468552,7.172526836
710,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,"Water in reservoir at all times so helicopters can refill quickly, at least one superscooper plane in the county for quick deployment, enablement of fire fighters to access any people's private pools if needed as a source of water",-8.195695877,9.204967499
759,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,"1) Firebreaks are essential no matter how ugly they are. Having a house not burn down is better than the privilege of not living next to a barren strip. 
2) I don't buy into the idea that this fire's terrible consequences were some kind of failure of government. It was a natural disaster. I'm sure we could have done better but honestly, it would have taken leaps in technology, infrastructure and manpower that we couldn't expect at the time. This wasn't governments fault. This fire was fought the way every fire is fought, the system just wasn't cut out for the job.",-10.85648251,7.62025404
785,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,"Why did the water run out?

There needs to be a State/Federal inquiry and investigation into why that happened and how to prevent it from ever happening again.   

We must build more fire prevention and water delivery systems into the existing infrastructure, via community based sprinklers that can activated on demand by Fire Dept officials.  Instead of waiting for the fire department, infrastructure can be built to combat fire remotely on a grand scale, especially in communities that are high risk.  

But there needs to be water.",-8.295056343,9.359018326
1017,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,We know why there wasn't enough water. DWP never built the water system to fight a wildfire. Now we know we have to rebuild the water system to support delivering more water faster. Make the communities who chose to live in the high risk areas pay for the upgrades.,-8.936915398,9.574498177
1037,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,Never cut the first response team budget!,-9.492397308,11.56357861
1379,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,"Needless to say, this is essential and non-negotiable, especially in the face of worsening climate conditions.  We need to be as preventive as possible going forward, facing the reality of climate change currently, and planning for more constrained and catastrophic climate futures.  We need to make choices about where NOT to rebuild.  We need to have fire departments that are fully funded and trained for emergencies.  This is a global emergency, and we need to treat it as such and plan for it as such.",-9.841543198,10.15619183
1398,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,Budget constraints should not impact whether or not these mitigations are completed.,-10.4771595,11.22275257
1484,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,We need transparency and accountability for the why the reservoir was empty for over 1 year and why fire hydrants were out of service. Who is responsible and what changes are being made so these things don't happen again. Has anyone taken responsibility?,-8.265510559,8.143886566
1577,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,"After a major natural disaster is NOT the time to decrease funding at the basic firefighting level.  And yes, agencies at all levels should be accountable to the people they serve.  As noted above, transparency and truth is needed to ensure that the money goes where it should.  I do believe that non-partisan oversight is needed.",-10.11597347,11.00483036
1620,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,"The state needs to investigate what actually happened in the Palisades Fire and how it burned through the entire village. I know it's politically incorrect to say it but our fire department let us down. The only way we can prevent it from happening again is to learn from our mistakes of the past. If Caruso's ""Village"" could have been spared why couldn't the overall village be protected? Why were 1,000 LA firefighters sent home the evening of Jan 7 so we didn't have to pay them overtime? Why weren't at least a dozen fire trucks proactively sent up into the hills BEFORE any fires started (as they had been in years past under similar windy conditions)? Why were there seemingly no fire trucks in the village as the fire hit the overall village?",-9.475850105,8.99808979
608,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,The lack of response and warning efforts for residents West of Lake Avenue in Altadena is unacceptable. This must be addressed and reformed immediately.,-10.02555656,7.747356415
757,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,"Firebreaks and prevention programs essential. Including software and tech to help plan better and see what the fire is actually doing in real time. 

""Accountability by agencies?"" What does that mean, blaming? 

The firefighters did an amazing job, I thought agencies were incredible dealing with 5 fires in one night. I am always impressed and amazed at how well Fire does with coordinating so many different agencies at so many levels to one focus so successfully. To me they are models of cooperation and coordination.  

Bass throwing LA Fire under the bus made me so angry. Fire did a fantastic job. I saw no dereliction by LA Fire. That was ugly to me and really uncalled for. 

I hated see people running with false stories about no water",-9.56064415,6.728007317
912,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,"Prevention and accountability are two totally unrelated issues.  Please disregard the ranking on this topic because two totally different things are hopelessly conflated.  I strongly believe that prevention is top priority, and accountability is much less important, since nearly anyone could have started these fires, in the weather conditions we were seeing.",-8.802005768,8.703104973
913,Wildfire prevention prioritization & accountability,Other,Absolutely this.  We were marching into a minefield and there's no point in figuring out who stepped on the first mine.,-8.686833382,9.227682114
947,Wildfire prevention prioritization & accountability,Other,"Accountability has proven almost impossible. There are countless state audits that demonstrate that. Additionally, there are multiple levels of accountability. Ad of today there appears to be no one who will take responsibility.",-9.168635368,7.113724709
964,Wildfire prevention prioritization & accountability,Other,"Climate change has made all natural events, including wild fires, more intense. We have to come to grips with the fact that there are places where NO homes should be.",-10.10180664,10.00895309
1016,Wildfire prevention prioritization & accountability,Other,"Let's not just prepare for the next wildfire, but also for the next earthquake.",-8.353802681,10.03825855
1018,Wildfire prevention prioritization & accountability,Other,We need accountability in the sense that we have to look at what went wrong and figure out how to do it better next time. I don't care about assigning blame. Just fixing the issues.,-8.401771545,8.311305046
1054,Wildfire prevention prioritization & accountability,Other,This is additionally important given the lack of acknowledgement of climate and environmental issues at the federal level.,-9.636300087,9.14636898
1082,Wildfire prevention prioritization & accountability,Fire resistant building requirements,The State needs to stop requiring jurisdictions to allow buildings in the very high fire zones in LA county. There is no buffer like other counties between woodlands and urban areas.,-10.74444199,9.04665947
1083,Wildfire prevention prioritization & accountability,Fire resistant building requirements,Restrict subdivisions in very high and high fire zones.,-11.41404629,9.588301659
1281,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,We need to know that the state is prioritizing fire mitigation so that we can feel good about rebuilding in the same areas.,-10.34171295,9.115168571
1344,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,"We need for all departments to work together, especially Urban Forestry, City Planning, Sanitation, LADWP, LAFD, Street Services along with City Council and the Mayor's office. It is quite unreasonable and irresponsible that more than half of our budget goes to the police and lawsuits to settle their brutality. Adding insult to injury, it is malpractice that L.A. city has not yet cancelled the Olympics in 2028 given we have a $1 Billion deficit in our budget. Accountability begins by looking objectively at the situation we are in, not at the situation you hope we were in or trying hard to please corporate campaign donors.",-10.64393616,10.5119648
1432,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,"Focusing on what the City can fund at a time of unprecedented deficits is absurd, and the City is unable to hold its agencies accountable. Angelenos should hold the Council responsible for the City's failures at the ballot box. City government should ensure that fire prevention requirements are clear to allow private citizens and enterprises to implement them without bureaucratic delays.",-10.72727871,10.52489567
1529,Wildfire prevention prioritization & accountability,Other,How do you hold a gov accountable? One must make a specific person personally responsible.,-8.379141808,7.59843874
1561,Wildfire prevention prioritization & accountability,Other,"The money to do this should already be a part of all the money that is being paid into the state, county and city.  Why there is almost no funds or action in the past in this area does not make any sense.",-9.620294571,10.8131485
1585,Wildfire prevention prioritization & accountability,Other,"As many know, in California the vast majority of fire prone areas are the responsibility of the federal government. Our representatives should continue to press the federal government to do their part. The wildland/urban intersections are where state and local jurisdictions should continue to focus their efforts.",-9.654623985,9.807922363
1693,Wildfire prevention prioritization & accountability,Fire resistant building requirements,"this isn't just for govt officials, it should be baked into building code, zoning, and planning. but not in the typical, gross, broad stroke kinda stupid way the county usually does everything, but in a really smart, focused, well considered way.",-11.44950485,8.589072227
1696,Wildfire prevention prioritization & accountability,Fire prevention and fire fighting resources,The Mayor of LA needs to be held accountable for the poor management of funds and water distribution. California needs to improve relations with federal government for assistance and come up with a joint plan to mitigate future occurrences. Use AI to determine hot spots and forest Management.,-9.662068367,8.471260071
886,Wildfire prevention prioritization & accountability,Fire resistant building requirements,"Kill all lawns. We must change the culture of turf lawns and instead normalize the use of California native plants. They save on water, are already adapted to the environment, provide wildfire resilience, and support local ecology. It is scientific fact that a diverse population thrives - therefore a more biodiverse environment is more resilient to threats. Yes - brush clearance is needed, but education and implementation of native landscapes comes hand-in-hand. In terms of accountability - hold the utility companies accountable. Do not let them get away with their negligence. They must pay.",-3.418626785,9.579338074
718,Wildfire prevention prioritization & accountability,Fire resistant building requirements,"All landscape must be completed to reduce the risk as much as possible. If an area is prone to fire, perhaps don't rebuild there?",-11.38928127,9.531487465
364,Wildfire prevention prioritization & accountability,Fire resistant building requirements,The state needs to be purchasing land from homeowners or doing parcel swaps to get people out of the WUI.,-11.03912067,9.365941048
568,Wildfire prevention prioritization & accountability,Fire resistant building requirements,"I was stunned to hear how many homes likely burned because of the mesh over the venting areas in roofs/attics. It seems clear this was a known issue -- instead of insurance companies canceling people, why not spend money on homeowner safety education? If people knew replacing that mesh might save their home, you're telling me more people wouldn't do it? Yet I never heard of that until these terrible fires. And if we don't do the work ahead of time -- firebreaks, education, and routinely evaluating the readiness of our agencies, then another disaster will happen, and I'm not sure how much more this state can take.",-5.767717361,8.084430695
655,Wildfire prevention prioritization & accountability,Fire resistant building requirements,"Fire prevention should be at its core built into the home thru various construction strategies such as air-tight construction, less flammable building materials and the removal of flammable gas line hookups",-6.017935276,8.441465378
677,Wildfire prevention prioritization & accountability,Fire resistant building requirements,I would like to see an emphasis on fire suppression technology that could be implemented home by home. Is there a way to get fire suppression materials at the ready? Can there be a push toward sprinkler systems that connect to a grid for fire professionals to utilize?,-4.97894907,7.516683102
889,Wildfire prevention prioritization & accountability,Fire resistant building requirements,"Super infrared detectors with AI intelligence to notice ANY dangerous signs of heat, fire, smoke and signal an immediate response from a 'SWAT' team that is entirely focused and on alert to snuff out any fires or flames before they can spread. Or issue tickets and fines, even prison, for anyone lighting dangerous fires. Northern US and canadian cities divert construction infrastructure to snow removal in winter. We must divert resources & attention to be on hyper alert & vigilance in dry high fire risk",-4.881026745,8.004499435
1020,Wildfire prevention prioritization & accountability,Fire resistant building requirements,Why can't we just make homes fire proof?,-5.783385754,7.360179424
1144,Wildfire prevention prioritization & accountability,Fire resistant building requirements,I took advantage of Fire Hardening program with the Malibu Fire department. Unfortunately it proved to be ineffective since our house burnt completely down. In addition I was extremely disappointed in the fire departments response to the fire in our neighborhood. Not a single fire truck came to our neighborhood until after many of the houses in our community had burnt down.  (12 out of 41 houses were lost in the Saddle Peak community). Many of us had large capacity water tanks and pools with capability to connect to firetrucks yet none were ever utilized. I don't understand why no trucks were directed to our area.,-4.352428913,8.064982414
1370,Wildfire prevention prioritization & accountability,Fire resistant building requirements,Communities in WUI (wildland urban interface) environments should have high-powered sprinkler systems installed along their perimeters and/or throughout the community to give it extra protection in advance of a fire.,-6.010410786,7.731448174
1675,Wildfire prevention prioritization & accountability,Fire resistant building requirements,"Using materials that are CA Fire WUI compliant. Material backed by WUI testing, some products such as cement were not tested apparently and rubber stamped as an approved product. However, cement can transfer heat. Any material approved by CA Fire for WUI zones should have to be tested.",-5.47938633,7.472065449
260,Wildfire prevention prioritization & accountability,Fire resistant building requirements,Fire prevention should provide more than a diagram of brush clearance distances from homes. There should be regular communication with residents about latest fire prevention technologies and perhaps incentives built into property tax breaks for brush clearing and landscaping maintenance. Residents also need to be given information on certain trees and bushes that are more flammable.,-5.280015945,8.930749893
623,Wildfire prevention prioritization & accountability,Fire resistant building requirements,Holding homeowners accountable for not clearing their properties or areas around their homes. Having defensible space.,-5.589508533,9.154398918
857,Wildfire prevention prioritization & accountability,Fire resistant building requirements,Brush clearance on city/county/state land. That is THE problem.,-5.308978558,10.26378727
895,Wildfire prevention prioritization & accountability,Fire resistant building requirements,"hold them accountable for updating programs/policies/ordinances but them give them the staffing and effective management to enforce. Also, door-to-door information/education (yes it is staff intensive, but there are plenty of people looking for employment).  For example, is there a problem house in the neighborhood who doesn't cut back trees, rake fallen leaves, or otherwise care for their property to the risk of the rest of the community? One warning, steep fines, then the county moves in and remediates using the fine to pay for the work.",-5.129076004,9.328577042
982,Wildfire prevention prioritization & accountability,Fire resistant building requirements,"Why are we holding the govt accountable for a homeowner's lack of prioritization? The govt should keep people aware, and make sure they comply. It is OUR responsibility and not at the level of the government to baby us through our messes.",-6.16392374,8.788667679
1162,Wildfire prevention prioritization & accountability,Fire resistant building requirements,"Our government failed us on SO MANY LEVELS and need to be held accountable. We as homeowners have the responsibility of clearing our hillsides or we get a fine, meanwhile the city does nothing to clear public land. This is not ok. It needs to be top priority to clear the brush, for our communities, animals and environment.",-6.012318134,9.433719635
1404,Wildfire prevention prioritization & accountability,Fire resistant building requirements,"Codes need to be updated to maintain vegetation perimeters, so the fires can't spread from vegetation to houses.  If the home owner can't afford tree-trimming and so forth, the cities must help pay for this, because the cost of neighborhoods burning down is far worse.",-4.946676254,9.201330185
1472,Wildfire prevention prioritization & accountability,Fire resistant building requirements,"Homeowners should be taking basic fire hardening steps. I live on the edge of the Palisades fire area but happened to be walking in Altadena/Pasadena neighborhoods a month or two BEFORE the fire. I kept shaking my head and repeating to my wife ""Is nobody taking fire seriously here?"". House after house of attached wood fences, trees branches overhanging houses, unbroken rows of vegetation, etc...",-4.816348076,8.417274475
1491,Wildfire prevention prioritization & accountability,Fire resistant building requirements,Government at all levels should be held accountable for fire prevention along with what is being required of homeowners.,-6.337201595,9.133156776
1591,Wildfire prevention prioritization & accountability,Fire resistant building requirements,"Over the last few years, as a private property owner, I have received Brush Clearance notices for my property. At one point, I was substantially fined - although I had documentation my lot was clear. No matter what had been happening in my life (a parent passing, Covid, a sick child) I was required to clear brush on my property. Why isn't the City, County, State held to these same requirements? 

I also think basic services that prioritize the safety of our communities - the police, fire department, schools, infrastructure - need to be funded first. We pay too high of taxes in LA and CA for these services not be available to residents when they are needed (ie; firefighters to put out fires, fire hydrants that work, etc)",-5.601591587,9.922540665
1709,Wildfire prevention prioritization & accountability,Other,"Mitigation efforts with to reduce wildfire risks. Using prescribed grazing approaches by contracting with businesses that have animals (goats, sheep) to reduce overgrowth of brush/ invasive plants (mustard grass, especially in Southern CA). It seems this was already proposed in CA with Senate Bill 675 - gathering support from LA county stakeholders is essential especially since it covers a large area with hills/ overgrowing brush.",-3.392545223,11.22860432
277,Wildfire prevention prioritization & accountability,Other,All our trails are destroyed from firebreaks. I hope we can prioritize revitalizing the trails that didn't burn. We need our open space.,-4.48756218,10.99976063
514,Wildfire prevention prioritization & accountability,Other,Is there any forest management going on at all?  Hasn't this been expected to happen for years?  I haven't seen any work that the Forest Service has done that would protect Altadena from wildfires in the mountains.  There is no accountability at all.,-9.378072739,7.945560455
558,Wildfire prevention prioritization & accountability,Other,"We are held accountable for the things we do; therefore, agencies should be held accountable for the bad things they do.",-7.706859589,7.45247364
413,Wildfire prevention prioritization & accountability,Other,"Calls for government ""accountability"" are not helpful; post-event finger pointing and shifting blame keeps us focused in the wrong direction unless there was some egregious or criminal behavior",-8.817142487,7.733977318
528,Wildfire prevention prioritization & accountability,Other,"This was the most fire prone area, obviously. Everyone in the city and county in positions of power were aware of the impending danger, yet so little was done to protect our community",-10.13759995,8.780395508
1169,Wildfire prevention prioritization & accountability,Other,Insurance companies are not going to insure anyone in the Palisades if there is not an explanation for the 1.7.25 failure to address the fire.,-6.349309921,12.33402443
1732,Wildfire prevention prioritization & accountability,Other,Insurance and Government agencies and should cover the costs and issue a public apology for their ineptness. It isn't about politics and constituencies.,-5.817307949,12.06150436
309,Wildfire prevention prioritization & accountability,Other,Yes all of us need to be aware of the damage and also have accountability for the actions that we do or don't do thank you wanda,-7.458197594,10.41811752
366,Wildfire prevention prioritization & accountability,Other,"I do believe it in our best interest to keep firefighters and first responders fully funded and staffed as well as funds for them for medical issues arising out of their line of work that can be so dangerous. However this fire does not seem natural to me at all. A full investigation must be pursued to determine how and why this happened, whether or not it was nature or of human doing.",-9.277418137,10.69483662
405,Wildfire prevention prioritization & accountability,Other,The Fire Agencies have enough on their plate so Building Code Enforcement should be used to make defensible space around homes mandatory and open spaces are cutback to allow evacuations.  What happened to all the fire breaks that were in place in the 1970 per Prop 13?    Quit spending money on endless social programs and start spending money on safety and quality of life.  Start enforcing laws and arrest criminals.   CA used to be a great place to live now it's a literal dump.,-7.365707397,8.674545288
494,Wildfire prevention prioritization & accountability,Other,"I would like to see a publicly funded community led public safety committee  that has the ability to escalate issues of concern to the courts (via seeking a writ of mandate to compel action) if they are not addressed in a timely fashion by local government. Senior public safety officers like the Fire Chief should present to this committee, as they do to the Fire Commission and the Mayor. People who live in the community have a much stronger impetus to address potential fire risk than elected or appointed officials have.",-7.075460911,11.21916008
726,Wildfire prevention prioritization & accountability,Other,"More community involvement in fire prevention, locally....we can all contribute something to the process.  We live in these foothills.  The foothills need us to be good stewards.",-6.524888992,10.46616459
811,Wildfire prevention prioritization & accountability,Other,"The government did not do their job yet they require all of us to jump through hoops to get back on the land that they let burn. Fire hydrants didn't work, why do we need fire sprinklers and the extra permit for that when they wouldn't have save our homes anyway.",-7.129882812,8.155091286
939,Wildfire prevention prioritization & accountability,Other,Protect tax payers with services and systems that they expect to exist as a mandate,-7.881957531,11.51910114
1019,Wildfire prevention prioritization & accountability,Other,They had superscooper planes. The winds were too dangerous to fly them.,-7.760592937,9.520299911
1056,Wildfire prevention prioritization & accountability,Other,"There needs to be coordination across wildfire related strategic plans (WMPs, CWPPs, etc.) so that we have an integrated approach.  We also need to measure our risks and risk reduction tactics in accordance with quality assurance best practices.",-7.211961746,9.479100227
1189,Wildfire prevention prioritization & accountability,Other,"Maintenance, maintenance, maintenance!",-6.766060352,10.77800846
1294,Wildfire prevention prioritization & accountability,Other,More funds are needed to help residents remove dead trees and other fuel on private lands.,-5.783288002,10.88129807
1507,Wildfire prevention prioritization & accountability,Other,"Big yes to all of this. Everyone needs to be held accountable and changes made. 
(We are not all the few difficult ones who've resisted this in the past. Clear the brush. Let the community know if you need volunteers.)",-6.676306248,10.11206245
1550,Wildfire prevention prioritization & accountability,Other,"I think local communities, neighborhoods and residents must also expect to be held accountable. We are all in this together.",-6.953278065,9.799086571
1654,Wildfire prevention prioritization & accountability,Other,"Think inline with holding agencies accountable extends to after wildfires. We are seeing little to no approvals for housing reconstruction or repair. Beaucratic lallygagging post-crisis, when people have lost their homes and possessions, is entirely unacceptable",-7.927774906,8.092420578
292,Wildfire prevention prioritization & accountability,Utility company accountability,"Our utilities keep causing these devastating fires and they are getting worse with climate change. We need to revise building codes, fix our utilities, clear hazard brush while maintaining wild lands and native plants, create mandatory setbacks, remove palm trees and begin to prepare for the reality we now face. We need roof top sprinklers and water agencies with infrastructure with redundancies that can accommodate extreme use in wildfire events. It could be an earthquake that cuts off water next time. We need more firefighting resources and water is critical in this!",-8.775712013,10.25723171
1651,Wildfire prevention prioritization & accountability,Utility company accountability,"It seems like a misnomer and false lead to say that wildfire, rather than wildfire risk reduction, can be prevented in the current way we build infrastructure, where land uses are sited, or how humans behave. Effective approaches such as managed retreat and undergrounding of electrical infrastructure are either too costly, too politically charged, or other ""too"" that prevents long-term effective change. It takes some strong political will along with a growth plan (with growth limits) to say that some areas, like repeated burn communities, are off limits to development.",-10.47053623,9.592896461
360,Wildfire prevention prioritization & accountability,Utility company accountability,The economic penalty must be severe so that utilities. invest in prevention.,-6.030958652,12.88703156
510,Wildfire prevention prioritization & accountability,Utility company accountability,Bury the power lines… seems like fires often start with exposed lines,-5.237727165,14.0287571
705,Wildfire prevention prioritization & accountability,Utility company accountability,I'd want to see more of a push to get electrical utility owners to prevent their equipment for starting fires.,-5.59233284,12.83373928
764,Wildfire prevention prioritization & accountability,Utility company accountability,"In the Eaton fire, the cause appears to be from the utility. The press has outlined a number of issues known to be high risk that went unattended for years.  If the Government cannot hold utilities accountable and set higher standards, they will default to decisions that benefit profit over public safety.",-6.999231339,12.91057968
1041,Wildfire prevention prioritization & accountability,Utility company accountability,Privately owned utilities need to be held accountable.,-6.641208172,12.13818836
1060,Wildfire prevention prioritization & accountability,Utility company accountability,We have given them billions in subsidies and tax breaks. It's time they bury all the lines since we have paid for them to do it but they always get out of actually doing it because it's expensive. You know what's far more expensive? Getting sued by every resident because the root cause was their power lines.,-4.634152889,13.07304668
1090,Wildfire prevention prioritization & accountability,Utility company accountability,Edison must underground power lines,-5.66790247,13.95705223
1208,Wildfire prevention prioritization & accountability,Utility company accountability,"The laws need to be updated and harsh penalties implemented to individuals intentionally/negligently starting fires. Corporations need to be held accountable and help with fire prevention and cleanup, i.e. like oil companies when there is an oil spill.

It has been over 2 months and there is no official report on the cause of the fires. I've seen news reports that law firms are suing Edison but law firms aren't experts that determine how the fires started. Government needs to impose a deadline to those investigating man made catastrophes of 30 days. The public has a right to know what caused the disaster.",-6.667555332,13.62160683
1238,Wildfire prevention prioritization & accountability,Utility company accountability,Why are electrical lines above ground?,-4.238593578,13.77732182
1277,Wildfire prevention prioritization & accountability,Utility company accountability,Require all electrical power lines to be undergrounded in the foothills and Altadena! SCE did a lousy job of protecting the residents along the foothills.,-4.682125568,14.35859203
1311,Wildfire prevention prioritization & accountability,Utility company accountability,"Edison should make underground system for Altadena.  It will be costly, but it is necessary.  We cannot make another town like second Altadena.",-4.514260292,14.1517458
