COMMENT_ID,CATEGORY,SUBCATEGORY,CONTENT,UMAP_1,UMAP_2
599,Debris removal & environmental recovery,Debris removal concerns,Ensuring that proper actions are taken to responsibly dispose of hazardous materials. Dumping items anywhere nearby is not responsible.,-5.45220232,22.18978691
816,Debris removal & environmental recovery,Debris removal concerns,"Things to be addressed first in recovery: make sure all toxic debris has been cleared out (including charred structures, cars, and flora/trees). There should also be thorough environmental analysis of the topsoil in: the Palisades, Malibu, and Altadena- to make sure there are no toxins hiding in the ground that could lead to increased cancer rates in the future.",-5.044718266,23.47120285
1073,Debris removal & environmental recovery,Debris removal concerns,"Debris removal is going pretty quickly between private contractors and the ACE's federal efforts.  Soil and Water quality plus open space and habitat restoration are efforts where community members and local universities will jump (or are already jumping!) at the chance to be involved, so as to save the county having to hire more staff to handle it all and instead our tax dollars can remain focused on upping the budget for outsourcing of the permitting process.",-5.902595997,22.97098732
1158,Debris removal & environmental recovery,Debris removal concerns,There should not be so many road blocks for a tax paying citizen that has lost EVERYTHING to remove the toxic ash from their property!! Why is the city sitting on so many ROE firms and denying permits for private companies??,-4.459028244,22.98399353
1206,Debris removal & environmental recovery,Debris removal concerns,"I've heard stories of homeowners not being able to hire their own cleaning company. If a homeowner wants to hire their own licensed and certified cleaning company they should do so. 

The government should also be working on cleaning the surrounding areas that have been impacted; in this case the beaches. There has been little initiative by city/county to address the environmental impact caused to the Pacific Ocean by the fires.",-6.302240372,23.55576706
1249,Debris removal & environmental recovery,Debris removal concerns,"Multifamily housing must be included in USACE's debris removal mission. It is the only fair thing to do. Treating one group of residents differently from another, when both impacted groups have suffered, pay taxes, and vote, is unjust. Multifamily housing residents tend to be underinsured by the way insurance companies structure insurance, tend to be lower income/wealth than single family homeowners, are often on a fixed income, single income, retired, and older. To discriminate against this vulnerable population is unjust and inexcusable.",-5.717924595,23.28780937
1316,Debris removal & environmental recovery,Debris removal concerns,"We used FEMA debris remove, but they didn't take away the damaged driveway or damaged walkway or burned trees and we are going to spend our money to finalize the debris removal.  Insurance company's coverage is so limited for Coverage B.  I feel this is not right.",-5.1181283,22.95222473
1424,Debris removal & environmental recovery,Debris removal concerns,Make sure every lot is cleared even if it requires imminent domain,-4.86912632,22.23802185
1459,Debris removal & environmental recovery,Debris removal concerns,"Army Corp and LA County systems need to be in sync. There have been many ROE's lost in the system, leaving us calling daily for status without answers. Also, lets be clear on who will be paying for debris removal, insurance or ""free"" as what many people are being told.",-4.739257812,23.12287521
1477,Debris removal & environmental recovery,Debris removal concerns,The debris removal is very uncoordinated and gate keeping is occurring by a few trucking companies that are barring other trucking companies from participating.,-4.09078598,22.75603104
1488,Debris removal & environmental recovery,Debris removal concerns,The city and mayor must impose debris removal deadlines on those who have not responded to ROE input.,-4.635972023,22.61471748
1565,Debris removal & environmental recovery,Debris removal concerns,"Must clean before anything. Do clean-up at the neighborhood or at minimum at the block-level, not individual building site, to be more more efficient and cost effective. Require home owners and insurance companies to bundle efforts/$$.",-5.148375988,22.46645165
1570,Debris removal & environmental recovery,Debris removal concerns,"The removal of potentially toxic and hazardous waste is a huge undertaking, and may be beyond what local government can do on their own.  It is also an opportunity to look at the balance of open space and building, and to restore at least some of the habitat that has been taking over by human.  Again, opportunity to build better.",-5.469516277,20.61225128
1595,Debris removal & environmental recovery,Debris removal concerns,There must be a deadline with real implications for those who do not clear their lots in a timely manner. Testing for all lots (whether burned or not) to ensure the community is safe.,-4.986132145,22.32063866
1615,Debris removal & environmental recovery,Debris removal concerns,"All debris must be cleared from all properties. It can be done privately but if anyone refuses or abandons their lot it must be removed even if a lean must be implemented against the owner and property. We can't have toxic waste that's both dangerous and unsightly to remain. Also, all the utilities must be buried underground. MUST. No exceptions.",-5.157139301,22.33283806
434,Debris removal & environmental recovery,Soil and other environmental testing,You have to test our yards and give direction for people who have standing homes about whether they can live safely amongst and near the burned homes.,-4.515479088,22.64995766
562,Debris removal & environmental recovery,Soil and other environmental testing,The city of Pasadena seemed to approve the water quality way too quickly. I still am reluctant to use the water.,-3.568829775,22.37780571
683,Debris removal & environmental recovery,Soil and other environmental testing,"Soil of all properties must be remediated and tested afterward.  This includes both soil of properties with standing structures and the entirety of properties with destroyed structures, not just within the ash footprint.  Also, people should be strongly encouraged to remove toxic substances, such as lead and asbestos, from their homes and properties rather than encapsulating them.  If they are merely encapsulated, these substances will become part of the toxic aftermath of the next fire...and there will be more fires.",-4.897055149,24.26887703
737,Debris removal & environmental recovery,Soil and other environmental testing,"We need safe water and soil so that the toxins not only do not enter our systems but it doesn't enter into the systems of the animals in our area. If there are toxins in our soil, any movement of that soil can kick up the toxins and cause major damage to our respiratory systems. Rebuilding should walk side by side with safety of the community.",-5.386776447,23.30853844
772,Debris removal & environmental recovery,Soil and other environmental testing,"On the one hand I'm finding it easy to trust the army core. But on the other the reality of toxic ash covering the area it does leads me to believe that more can be done for testing. Insurance has basically refused it from that I can tell, and it's fallen on individuals to do testing to feel confident.  Still, the broad population with concerns about areas near schools (etc) means there is still a hearts and mind problem the government needs to solve for if they want people aligned with their stance on safety.",-3.84173584,23.21344376
933,Debris removal & environmental recovery,Soil and other environmental testing,"People across all of Los Angeles need to know what is in our water, air and overall environments. The toxins we have been exposed can't always be seen, and not enough public data is being sent around to communities.",-3.34487462,23.79698944
992,Debris removal & environmental recovery,Soil and other environmental testing,"With this economic obsolescence, we need to hire train engineers and environmentalists to make sure it's safe and secure for rebuild!! Also monthly soil test to ensure residents are properly protected from any possible contamination.",-5.317825794,23.56614876
1296,Debris removal & environmental recovery,Soil and other environmental testing,"1.  Requirement for confirmation sampling after debris removal; 
2. City of LA DBS to apply existing residential standards of soil condition as a prerequisite of issuing building permits in the burn zone.",-4.770026207,23.59456253
1388,Debris removal & environmental recovery,Soil and other environmental testing,"I keep saying this and I will say it again - the soil that is present at both Eaton and Palisades will be comparable to Rocketdyne. This is because we had battery acid leak and melt, we had electric car batteries melt, we had electronics melt, we had Freon from air conditions, heaters melt, asbestos, wallpaper, all the old building materials from the old homes burn into the soil, chemicals from the garden and pool, all of this seeped into the soil and then we had this drastic rain and it was pushed into the soil deeper or down the mountain because there was no homes, grass, or anything to block it. This has all gone into the ocean. We also have a toxic algae bloom. I think the state was so anxious to get back to normal we rushed it 2quick",-4.56308651,23.32200432
1711,Debris removal & environmental recovery,Soil and other environmental testing,"There may be more education needed about why soil/ water quality/ open space/ habitat restoration is needed to address the fire mitigation issues. Safe debris removal is essential/ should be transparent since there were concerns with the hazardous materials (lithium, synthetics).",-5.527014256,21.45166016
388,Debris removal & environmental recovery,Other,"I guess, sounds reasonable.",-6.046974659,21.9561863
429,Debris removal & environmental recovery,Other,"Let's bury electrical lines (and internet and other wired infrastructure) underground, to avoid the wires being snapped and sparking in the regular wind storms we have.",-6.082861423,22.16499519
435,Debris removal & environmental recovery,Other,Take the fire debris to the Mesquite landfill. It is owned by the LA County taxpayers. It currently sits empty.,-5.560011387,21.9588356
524,Debris removal & environmental recovery,Other,The tree where my bird feeders were hanging survived the fire and I go to the Palisades 3 times a week to fill the feeders. Many of the previous bird species have slowly returned to the area. It is very welcoming and healing to hear the birds sing when I am there. For a while it was dead air up there.,-6.791100502,22.60995293
537,Debris removal & environmental recovery,Other,"If it's not safe, people should not be allowed to return",-5.293186665,22.95684624
560,Debris removal & environmental recovery,Other,Thank you for caring for our Feathered Friends!,-6.87271452,22.47676468
663,Debris removal & environmental recovery,Other,"Considering all of the electrical batteries in EV's or hybrids that melted into the drainage system (and future ones) along with all of the hazardous materials that when burned cause new toxins to form, in addition to their regular hazardous status when not burned, this needs to be a priority.  It was not well communicated to the NIMBY's that trucks/debris etc., would be traversing their roads and/or that certain locations would be used for packaging of those materials.  Better pre-planning of sites and better communications to the communities at large would reduce these kinds of concerns.

Greater open space between residential areas and wild-land interfaces should be required to support defensible space between the areas.",-5.203199387,21.58852768
675,Debris removal & environmental recovery,Other,When public spaces are closed people have to understand why or they will not cooperate This needs regular updates Will allow more buy in .,-3.958123684,22.72028923
720,Debris removal & environmental recovery,Other,"If there is brush and debris that can ignite, make sure it is removed. It's silly to not to protect the areas where rebuilding will take place",-6.246893406,22.0410881
721,Debris removal & environmental recovery,Other,"If we improve a way to damp the soil, the foresta can be More Green that way can be More tolerante to the hot climatic change AND to avoid in parte the soil drifting . The debris ""trees, branches and so, Lets make it [actívate carbon] that's tons of useful ways for it. Then Lets make a concise strategy to use the open espaces to not disturb the natural hábitat after restored.",-5.549053669,21.01271439
749,Debris removal & environmental recovery,Other,This is essential but needs to be done in a way that protects the health inhabitants of the impacted area.,-6.451171875,22.58586502
771,Debris removal & environmental recovery,Other,Create community service positions that pay full time allowing individuals who don't have educational barriers but rather a will to ensure the health of our community and planet. I believe we need to create less barriers such as requirements to prioritize the wellbeing of our state. We must accept individuals who have the right attitude and vision and prevent homelessness in communities as such.,-5.974157333,21.64797592
806,Debris removal & environmental recovery,Other,Clean the lots near standing homes first so they can get back to the community!!,-5.004374504,22.8079071
872,Debris removal & environmental recovery,Other,"Remediation is essential to rebuild a healthy, thriving ecosystem. If Water, Air, and Soil are toxic, all living lifeforms will perish.",-6.630411148,23.15316963
883,Debris removal & environmental recovery,Other,"Yes, when it happens. But if we Make massive fires impossible or near impossible, this isn't even needed.  Unlike earthquakes, hurricanes and mudslides - FIRES ARE ENTIRELY SNUFFABLE AND PREVENTABLE",-6.724522591,21.90179253
938,Debris removal & environmental recovery,Other,Removing the devastation in the fire areas will restore peoples hope of an expedited recovery and will minimize people from moving away or leaving land untouched.  Soil and water quality assurance that we will all be safe is essential.,-5.633843899,22.86013031
958,Debris removal & environmental recovery,Other,C.C.C.-like organization of volunteers &/or prisoners to help with cleanup and maybe earn some money.,-5.652346611,22.32569885
972,Debris removal & environmental recovery,Other,"SCAQMD has a good app that shows air quality based on location. It is not clear if they incorporate the data from the special sensors that have been set up to monitor toxins in the air specific to the fire and debris removal or if it is just showing the data from their normal sensors. For example it the app says air quality good, can I open my door and sit on my patio without a mask? Or will I be breathing in high amounts of asbestos thinking the air quality is good when it isn't?",-3.758127451,24.02521706
1046,Debris removal & environmental recovery,Other,"There is an existing program called California Volunteers, and California Climate Corps. These organizations should be leveraged as a part of many on-the-ground prevention and recovery efforts.",-5.712491035,22.5835228
1053,Debris removal & environmental recovery,Other,We have some of the best research universities in Los Angeles. Use them!,-3.266153097,22.91542435
1071,Debris removal & environmental recovery,Other,"This is a critical role of government but it needs to be done in a way that ensures safety and safe removal of toxic debris. This also needs to be done in a way that treats all communities equitably (not wealthy neighborhoods first), and with an environmental justice lens",-6.314378738,23.04271126
1148,Debris removal & environmental recovery,Other,"Although the EPA came by my house already and cleaned up the army Corp has been by the house multiple times but haven't started in their cleanup. I realize there are 15,000 structures needing cleanup but I think more contractors should be brought in to assist.  As far as habitat restoration as critical as that is, getting the houses restored I think should be a higher priority. Restoring water should also be a very high priority.",-5.963335037,23.21812058
1155,Debris removal & environmental recovery,Other,Safety first!,-6.065382004,22.62834168
1256,Debris removal & environmental recovery,Other,I completely agree,-6.297860622,22.26620674
1330,Debris removal & environmental recovery,Other,Coordinate better with the home owners,-4.278911114,22.3033886
1367,Debris removal & environmental recovery,Other,Coordination with home owners. Require soil testing,-4.379501343,22.71720886
1439,Debris removal & environmental recovery,Other,This is not the City's role.,-6.139640808,23.3269825
1452,Debris removal & environmental recovery,Other,Must test pist phase 2 debris removal including schools and parks. Combination of federal state county and community responsibility.,-4.594388008,22.04563332
1557,Debris removal & environmental recovery,Other,"The Pacific Palisades is home to one of the most used hiking areas in the city which is Temescal Canyon Park.  I think it is a State park and it has not been maintained in years and fire debris and over all care of this area given all the people and all the money being collected from parking, tickets etc is on a scale of 1 to 10 about a 1.",-4.55039835,21.54743195
1682,Debris removal & environmental recovery,Debris removal concerns,The debris removal process was handled with great customer service and sensitivity. It is going well in Altadena!,-4.589842796,21.04087448
1671,Debris removal & environmental recovery,Debris removal concerns,The debris removal process was outstanding and done with excellent customer service and sensitivity to our situation.,-4.720682621,20.99116135
1540,Debris removal & environmental recovery,Debris removal concerns,Good job so far ladies and gentlemen of the clean up.,-4.69781208,20.89228249
1410,Debris removal & environmental recovery,Debris removal concerns,This went pretty smoothly in the area in and above Pasadena,-4.419875145,20.846632
1522,Debris removal & environmental recovery,Debris removal concerns,I believe everyone involved in these efforts are doing a fine job.,-4.735221863,21.1476841
715,Debris removal & environmental recovery,Soil and other environmental testing,This cannot stand in the way of rapid rebuilding or be abused by interest groups to block rebuilding.,-5.78402853,23.68237305
1360,Debris removal & environmental recovery,Debris removal concerns,Debris removal is very important our way of life once burned is so so toxic to the environment and to survivors.  Contracts for this should be a priority!,-5.680972576,24.28053474
273,Debris removal & environmental recovery,Soil and other environmental testing,"We need soil testing. And frankly, ACE did not remove everything and it's pretty frustrating.",-4.455414295,23.86683273
285,Debris removal & environmental recovery,Soil and other environmental testing,"Comprehensive testing of the soil in and near the burn zones is essential. The state needs to coordinate and pay for this. This impacts those of us who have houses standing as well as those who want to rebuild. We want to ensure that we aren't living in a hazmat site, and without testing, we won't know for sure. Failure to test and remediate properly now will have terrible health impacts later, and will also have negative impacts on our property values.",-4.667015553,24.61010742
391,Debris removal & environmental recovery,Soil and other environmental testing,"Failing to properly test and remediate now will lead to serious health consequences in the future and could also negatively impact property values. This process must be prioritized, but it cannot delay the rebuilding timeline.",-5.39173317,24.33897018
600,Debris removal & environmental recovery,Soil and other environmental testing,"Environmental recovery, soil, testing, limiting long-term effects of toxicity, are imperative. If this isn't taken care of now, there may be a future of Illness caused by toxicity.",-5.290341854,24.45136643
611,Debris removal & environmental recovery,Soil and other environmental testing,"The safety of residents should be the highest priority during the debris removal and rebuilding process. We're seeing experts reporting on the poor air quality, toxins in the soil, and other hazardous issues that will impact residents' longterm health. A more solid plan for how this will be addressed is crucial.",-5.903297901,23.92244148
629,Debris removal & environmental recovery,Soil and other environmental testing,Would you please share which agencies are offering free soil testing?,-4.212279797,23.46133804
630,Debris removal & environmental recovery,Soil and other environmental testing,"We shouldn't have to demand testing. We know there are toxins. People shouldn't have to fight with their insurance to get testing in their homes, or with their landlords for testing and abatement. We need more transparency from the government.",-3.550519943,23.63883972
779,Debris removal & environmental recovery,Soil and other environmental testing,"There needs to be established guidelines and protocols for how to react to a disaster like this. Finding that there are no State Guidelines for deployment of Air/Soil/Water testing after a disaster is something that must be addressed.  These is not be the last fires in an urban setting, so we must ensure that when this happens again, that community is better suited to be supported.  We have the right to know if our communities are safe, the burden rests on the Government not groups of citizens stepping up in a vacuum to provide this data collection, mapping and distribution of results.",-4.494771004,24.28911781
828,Debris removal & environmental recovery,Soil and other environmental testing,Test & remediate soil for asbestos and heavy metals.,-4.633601665,23.85457993
856,Debris removal & environmental recovery,Soil and other environmental testing,WE need ways to test water and air post fire. Our current testing doesn't address the toxins and particles after fire. Fire is part of our lives so we need to adapt our testing.,-4.29795742,24.53765869
866,Debris removal & environmental recovery,Soil and other environmental testing,Test and remediate  the soil after debris clean up.,-5.014385223,23.93218422
1183,Debris removal & environmental recovery,Soil and other environmental testing,Basic human rights include clean soil and water.,-4.112017155,24.01695633
1199,Debris removal & environmental recovery,Soil and other environmental testing,"We need more centralized county or state monitoring of air, water and soil, both indoors and outdoors.",-4.163703442,24.52426148
1214,Debris removal & environmental recovery,Soil and other environmental testing,Help Eaton Canyon come back. Do regular soil testing as parks and schools come back.,-4.735935211,23.59421539
1261,Debris removal & environmental recovery,Soil and other environmental testing,"Attention to contaminants should be a priority for the county's environmental health department. Not left up to individual homeowners. The long-term consequences are a community concern. Funding should exist for remediation if needed. Partnerships with research institutions. Programs to make whole house water purification systems cost effective. If building density increases to fill housing needs, standards for open space on lots. The county or city could buy lots put on the market to create publicly-owned green space.",-4.911919117,24.48525238
1275,Debris removal & environmental recovery,Soil and other environmental testing,"Test the soil for every property. Find the money to do this. Not everyone can afford soil testing for contaminants, but this will affect everyone's health long term. Plus it will affect the ground water as contaminants seep into the soil.",-4.76347065,24.32232666
1283,Debris removal & environmental recovery,Soil and other environmental testing,We need to know that the soil and water is safe and not toxic if this community is going to exist long term. We need to preserve the value of the properties and attract new families to move to the area. We can't do that if there are concerns about toxicity.,-5.159562588,24.07457733
1354,Debris removal & environmental recovery,Soil and other environmental testing,Toxics removal is very important for long-term community health.  We need to understand what sort of toxic were produced by the fire and not be in such a rush to rebuild that we create long-term problems in the process.,-5.574500561,24.26468277
1382,Debris removal & environmental recovery,Soil and other environmental testing,"What's sort of interesting from where I sit, is that everyone seems to be quite concerned about the toxic aftereffects of the fires.  People are concerned about contamination of soils and toxic debris lining the walls of their houses.  They are concerned about getting their properties remediated, but they aren't making a connection about how they are living with these materials day to day, nor are they thinking about where this waste and debris is going.  There is no AWAY.",-5.869586945,24.14476204
1493,Debris removal & environmental recovery,Soil and other environmental testing,There must be testing to assuage concerns that residential areas are actually Superfund sites.,-4.241663933,23.4003849
1498,Debris removal & environmental recovery,Soil and other environmental testing,"The testing has felt minimal and like it's nowhere near my own neighborhood. I'd like to see the city partner with some of the university studies we've all had to sign up with, hoping we'll get testing.",-3.500811338,23.27873802
1505,Debris removal & environmental recovery,Soil and other environmental testing,"The Army Corps of Engineers is doing a great job.  After the ACE has done it's job, there should be an additional step of testing for soil and water quality.  If the city can't pay for it, then it should be covered under the California Fair Plan ""Ordinance of Law"" line item.",-4.099090099,23.72438431
1548,Debris removal & environmental recovery,Soil and other environmental testing,"we need as a priority to learn how to treat toxic waste generated by urban fires, as negative effects on the ecosystem are likely to be long-lasting. I understand the sense of urgency to clear, and be seen to be acting to clear, immediate fire sites but displacing such toxicity onto adjacent areas without consultation has seriously injured community relations. When people go to court, you know the human system has broken. The issue is much bigger than LA - how are other disaster areas dealing with toxic waste. What lessons can we learn from elsewhere. What lessons are we learning and need to share ourselves?",-5.536133766,23.96512032
1549,Debris removal & environmental recovery,Soil and other environmental testing,agree about the haste. I also think city leaders are being motivated significantly by a desire to get things cleared for hosting the LA Olympics. We must not let that desire to be 'ready for  2028' mean that we miss this opportunity to  regenerate and build a healthy city for our children.,-5.5248909,23.68836594
1628,Debris removal & environmental recovery,Soil and other environmental testing,Consistent soils testing across the community,-4.384920597,23.9863205
1642,Debris removal & environmental recovery,Soil and other environmental testing,Consistent testing and transparency please,-3.77934289,23.69676018
1669,Debris removal & environmental recovery,Soil and other environmental testing,Need to test soil before rebuilding,-4.922776699,23.83687592
1686,Debris removal & environmental recovery,Soil and other environmental testing,"ongoing monitoring of toxicity in the soil, air, ground water, and ocean water that's displayed publicly and updated weekly so we can see what's really happening.",-3.837289095,24.15522575
1702,Debris removal & environmental recovery,Soil and other environmental testing,Everyone should have access to transparent data and insights into the soil and water quality,-3.935438633,23.81284523
